country,department,course_name,mandatory_flag,assignment_month,learning_record_count,completed_count,overdue_count,completion_rate,overdue_rate,avg_days_to_complete
UK,Sales,Advanced Analytics,0,2026-02-01 00:00:00,2,1,0,0.5,0.0,29.0
UK,Sales,Leadership Essentials,0,2025-06-01 00:00:00,3,2,1,0.6667,0.3333,24.0
Germany,Supply Chain,Advanced Analytics,0,2025-12-01 00:00:00,3,0,3,0.0,1.0,
UK,Operations,Leadership Essentials,0,2025-12-01 00:00:00,8,1,7,0.125,0.875,18.0
UK,Operations,Health and Safety,1,2025-04-01 00:00:00,6,4,2,0.6667,0.3333,15.8
UK,Supply Chain,Leadership Essentials,0,2025-04-01 00:00:00,12,7,5,0.5833,0.4167,24.0
Germany,Operations,Code of Conduct,1,2025-01-01 00:00:00,3,0,3,0.0,1.0,
UK,Commercial,Advanced Analytics,0,2025-01-01 00:00:00,4,2,2,0.5,0.5,13.0
Germany,Supply Chain,Leadership Essentials,0,2025-06-01 00:00:00,3,2,1,0.6667,0.3333,21.5
Germany,Operations,Health and Safety,1,2025-12-01 00:00:00,2,0,2,0.0,1.0,
UK,Operations,Stakeholder Management,0,2025-05-01 00:00:00,16,6,10,0.375,0.625,38.8
UK,Customer Support,Health and Safety,1,2025-10-01 00:00:00,2,2,0,1.0,0.0,23.0
UK,Customer Support,Leadership Essentials,0,2026-03-01 00:00:00,4,1,0,0.25,0.0,0.0
Ireland,Operations,Leadership Essentials,0,2025-08-01 00:00:00,1,0,1,0.0,1.0,
UK,Finance,Code of Conduct,1,2025-08-01 00:00:00,3,3,0,1.0,0.0,3.3
UK,Operations,Stakeholder Management,0,2025-03-01 00:00:00,14,4,10,0.2857,0.7143,44.3
Germany,Operations,Data Protection,1,2026-01-01 00:00:00,2,0,2,0.0,1.0,
France,Customer Support,Stakeholder Management,0,2025-04-01 00:00:00,1,1,0,1.0,0.0,9.0
UK,Finance,Leadership Essentials,0,2025-01-01 00:00:00,3,1,2,0.3333,0.6667,19.0
Germany,Supply Chain,Code of Conduct,1,2025-09-01 00:00:00,2,0,2,0.0,1.0,
UK,Supply Chain,Code of Conduct,1,2025-08-01 00:00:00,5,4,1,0.8,0.2,31.3
Germany,Supply Chain,Stakeholder Management,0,2025-10-01 00:00:00,4,1,3,0.25,0.75,12.0
UK,Finance,Code of Conduct,1,2025-05-01 00:00:00,3,3,0,1.0,0.0,8.0
France,Operations,Leadership Essentials,0,2025-12-01 00:00:00,2,1,1,0.5,0.5,24.0
UK,Technology,Stakeholder Management,0,2025-10-01 00:00:00,3,2,1,0.6667,0.3333,7.5
UK,Supply Chain,Code of Conduct,1,2025-05-01 00:00:00,6,4,2,0.6667,0.3333,28.0
UK,Supply Chain,Advanced Analytics,0,2025-02-01 00:00:00,8,1,7,0.125,0.875,48.0
Ireland,Supply Chain,Stakeholder Management,0,2025-07-01 00:00:00,3,1,2,0.3333,0.6667,18.0
Germany,People,Leadership Essentials,0,2025-07-01 00:00:00,1,1,0,1.0,0.0,17.0
France,Commercial,Stakeholder Management,0,2026-01-01 00:00:00,2,1,0,0.5,0.0,28.0
UK,Finance,Health and Safety,1,2026-02-01 00:00:00,1,1,0,1.0,0.0,4.0
Germany,Operations,Code of Conduct,1,2025-11-01 00:00:00,2,0,2,0.0,1.0,
UK,Supply Chain,Code of Conduct,1,2025-03-01 00:00:00,6,3,3,0.5,0.5,32.0
Germany,Finance,Data Protection,1,2026-03-01 00:00:00,2,2,0,1.0,0.0,6.0
Germany,Operations,Data Protection,1,2025-03-01 00:00:00,4,1,3,0.25,0.75,39.0
France,Operations,Health and Safety,1,2026-03-01 00:00:00,1,1,0,1.0,0.0,12.0
Netherlands,Technology,Stakeholder Management,0,2025-05-01 00:00:00,1,1,0,1.0,0.0,8.0
UK,Finance,Leadership Essentials,0,2025-11-01 00:00:00,4,2,2,0.5,0.5,10.0
France,Sales,Code of Conduct,1,2025-01-01 00:00:00,1,1,0,1.0,0.0,13.0
Germany,Operations,Stakeholder Management,0,2025-10-01 00:00:00,3,1,2,0.3333,0.6667,22.0
France,Technology,Advanced Analytics,0,2025-05-01 00:00:00,2,2,0,1.0,0.0,18.5
Netherlands,Technology,Advanced Analytics,0,2025-06-01 00:00:00,2,2,0,1.0,0.0,22.0
Netherlands,Sales,Leadership Essentials,0,2025-11-01 00:00:00,1,1,0,1.0,0.0,34.0
Germany,Operations,Data Protection,1,2025-05-01 00:00:00,5,2,3,0.4,0.6,44.0
Netherlands,Operations,Stakeholder Management,0,2026-02-01 00:00:00,3,0,0,0.0,0.0,
France,Technology,Stakeholder Management,0,2025-01-01 00:00:00,1,1,0,1.0,0.0,28.0
France,Sales,Data Protection,1,2025-10-01 00:00:00,1,0,1,0.0,1.0,
France,Finance,Data Protection,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,4.0
Ireland,Sales,Health and Safety,1,2026-01-01 00:00:00,1,1,0,1.0,0.0,14.0
Germany,Sales,Stakeholder Management,0,2025-06-01 00:00:00,2,0,2,0.0,1.0,
UK,Customer Support,Stakeholder Management,0,2025-11-01 00:00:00,3,1,2,0.3333,0.6667,7.0
UK,People,Data Protection,1,2025-07-01 00:00:00,5,5,0,1.0,0.0,4.8
UK,Finance,Code of Conduct,1,2025-03-01 00:00:00,1,1,0,1.0,0.0,2.0
Germany,Customer Support,Code of Conduct,1,2025-01-01 00:00:00,1,1,0,1.0,0.0,21.0
UK,Technology,Code of Conduct,1,2026-02-01 00:00:00,2,2,0,1.0,0.0,8.0
Germany,Commercial,Code of Conduct,1,2025-01-01 00:00:00,1,1,0,1.0,0.0,25.0
UK,People,Advanced Analytics,0,2025-01-01 00:00:00,3,2,1,0.6667,0.3333,13.0
Germany,Technology,Stakeholder Management,0,2025-01-01 00:00:00,2,1,1,0.5,0.5,25.0
France,Sales,Leadership Essentials,0,2025-02-01 00:00:00,1,0,1,0.0,1.0,
UK,Commercial,Health and Safety,1,2025-04-01 00:00:00,2,2,0,1.0,0.0,16.5
UK,Supply Chain,Health and Safety,1,2025-06-01 00:00:00,5,4,1,0.8,0.2,37.3
UK,Sales,Data Protection,1,2025-12-01 00:00:00,2,2,0,1.0,0.0,10.5
UK,Finance,Stakeholder Management,0,2026-03-01 00:00:00,3,2,0,0.6667,0.0,4.5
Germany,Customer Support,Health and Safety,1,2025-05-01 00:00:00,2,2,0,1.0,0.0,26.5
Ireland,Customer Support,Data Protection,1,2025-07-01 00:00:00,1,0,1,0.0,1.0,
Germany,Customer Support,Health and Safety,1,2025-08-01 00:00:00,1,0,1,0.0,1.0,
UK,People,Leadership Essentials,0,2026-03-01 00:00:00,1,1,0,1.0,0.0,11.0
Germany,Sales,Code of Conduct,1,2025-03-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Finance,Leadership Essentials,0,2025-09-01 00:00:00,1,1,0,1.0,0.0,6.0
Netherlands,Supply Chain,Leadership Essentials,0,2025-07-01 00:00:00,2,1,1,0.5,0.5,43.0
Ireland,People,Advanced Analytics,0,2025-06-01 00:00:00,1,1,0,1.0,0.0,17.0
Ireland,Supply Chain,Advanced Analytics,0,2025-02-01 00:00:00,2,0,2,0.0,1.0,
Ireland,Supply Chain,Leadership Essentials,0,2025-02-01 00:00:00,1,1,0,1.0,0.0,20.0
Netherlands,Technology,Code of Conduct,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,9.0
France,Finance,Stakeholder Management,0,2025-11-01 00:00:00,1,1,0,1.0,0.0,3.0
Netherlands,Customer Support,Leadership Essentials,0,2026-01-01 00:00:00,1,0,0,0.0,0.0,
Germany,Customer Support,Stakeholder Management,0,2025-02-01 00:00:00,1,1,0,1.0,0.0,6.0
France,Finance,Advanced Analytics,0,2025-11-01 00:00:00,2,1,1,0.5,0.5,4.0
Netherlands,Customer Support,Stakeholder Management,0,2026-03-01 00:00:00,1,1,0,1.0,0.0,11.0
France,Finance,Stakeholder Management,0,2025-01-01 00:00:00,1,1,0,1.0,0.0,19.0
Germany,Operations,Data Protection,1,2025-08-01 00:00:00,2,1,1,0.5,0.5,14.0
France,Technology,Health and Safety,1,2025-03-01 00:00:00,1,1,0,1.0,0.0,5.0
UK,Technology,Leadership Essentials,0,2025-07-01 00:00:00,4,4,0,1.0,0.0,17.8
UK,Commercial,Code of Conduct,1,2025-02-01 00:00:00,1,1,0,1.0,0.0,9.0
UK,Customer Support,Advanced Analytics,0,2026-02-01 00:00:00,1,1,0,1.0,0.0,7.0
France,Technology,Health and Safety,1,2026-01-01 00:00:00,1,1,0,1.0,0.0,8.0
Netherlands,Operations,Leadership Essentials,0,2025-06-01 00:00:00,2,1,1,0.5,0.5,46.0
UK,Technology,Health and Safety,1,2025-04-01 00:00:00,3,3,0,1.0,0.0,8.0
France,Technology,Health and Safety,1,2025-08-01 00:00:00,1,1,0,1.0,0.0,15.0
UK,Supply Chain,Code of Conduct,1,2026-01-01 00:00:00,1,0,1,0.0,1.0,
Germany,Commercial,Stakeholder Management,0,2025-10-01 00:00:00,2,1,1,0.5,0.5,14.0
Netherlands,Customer Support,Data Protection,1,2025-10-01 00:00:00,1,1,0,1.0,0.0,18.0
UK,Commercial,Advanced Analytics,0,2025-11-01 00:00:00,4,3,1,0.75,0.25,19.7
UK,Sales,Health and Safety,1,2025-12-01 00:00:00,1,1,0,1.0,0.0,19.0
France,Customer Support,Advanced Analytics,0,2025-09-01 00:00:00,1,1,0,1.0,0.0,29.0
UK,Technology,Data Protection,1,2025-10-01 00:00:00,1,1,0,1.0,0.0,6.0
Netherlands,Supply Chain,Stakeholder Management,0,2025-10-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Commercial,Leadership Essentials,0,2025-01-01 00:00:00,1,1,0,1.0,0.0,15.0
Germany,Technology,Code of Conduct,1,2025-02-01 00:00:00,1,1,0,1.0,0.0,16.0
Ireland,Commercial,Code of Conduct,1,2025-06-01 00:00:00,1,1,0,1.0,0.0,15.0
France,Commercial,Stakeholder Management,0,2025-05-01 00:00:00,1,1,0,1.0,0.0,27.0
Ireland,Customer Support,Leadership Essentials,0,2025-04-01 00:00:00,1,1,0,1.0,0.0,22.0
Ireland,People,Stakeholder Management,0,2025-06-01 00:00:00,1,1,0,1.0,0.0,4.0
Germany,People,Stakeholder Management,0,2025-09-01 00:00:00,2,1,1,0.5,0.5,9.0
Ireland,Supply Chain,Data Protection,1,2025-02-01 00:00:00,1,0,1,0.0,1.0,
Germany,Technology,Health and Safety,1,2025-09-01 00:00:00,1,1,0,1.0,0.0,17.0
France,Operations,Code of Conduct,1,2025-04-01 00:00:00,1,0,1,0.0,1.0,
France,Technology,Stakeholder Management,0,2025-11-01 00:00:00,1,1,0,1.0,0.0,21.0
France,Operations,Advanced Analytics,0,2025-07-01 00:00:00,1,0,1,0.0,1.0,
Germany,Customer Support,Health and Safety,1,2026-01-01 00:00:00,1,0,1,0.0,1.0,
UK,Supply Chain,Leadership Essentials,0,2026-03-01 00:00:00,5,1,0,0.2,0.0,16.0
Ireland,Customer Support,Code of Conduct,1,2026-02-01 00:00:00,1,1,0,1.0,0.0,31.0
Germany,Operations,Stakeholder Management,0,2025-07-01 00:00:00,5,0,5,0.0,1.0,
Germany,Operations,Health and Safety,1,2025-01-01 00:00:00,8,6,2,0.75,0.25,31.7
Germany,Operations,Leadership Essentials,0,2025-10-01 00:00:00,3,1,2,0.3333,0.6667,50.0
Germany,Commercial,Leadership Essentials,0,2026-02-01 00:00:00,1,1,0,1.0,0.0,11.0
UK,Customer Support,Leadership Essentials,0,2025-04-01 00:00:00,7,3,4,0.4286,0.5714,15.0
France,Operations,Advanced Analytics,0,2025-10-01 00:00:00,5,3,2,0.6,0.4,28.7
Germany,Technology,Stakeholder Management,0,2025-12-01 00:00:00,4,2,2,0.5,0.5,20.5
UK,Sales,Health and Safety,1,2025-11-01 00:00:00,3,2,1,0.6667,0.3333,20.5
France,Operations,Data Protection,1,2025-03-01 00:00:00,1,1,0,1.0,0.0,37.0
Netherlands,Supply Chain,Health and Safety,1,2025-08-01 00:00:00,1,1,0,1.0,0.0,38.0
Netherlands,Supply Chain,Health and Safety,1,2026-01-01 00:00:00,2,2,0,1.0,0.0,20.5
UK,Sales,Health and Safety,1,2025-01-01 00:00:00,4,3,1,0.75,0.25,14.7
UK,Operations,Leadership Essentials,0,2025-11-01 00:00:00,18,10,8,0.5556,0.4444,38.2
UK,Customer Support,Data Protection,1,2026-01-01 00:00:00,3,1,2,0.3333,0.6667,30.0
France,Supply Chain,Stakeholder Management,0,2025-08-01 00:00:00,2,1,1,0.5,0.5,10.0
Germany,Operations,Health and Safety,1,2025-11-01 00:00:00,7,2,5,0.2857,0.7143,37.5
UK,Operations,Leadership Essentials,0,2025-01-01 00:00:00,11,4,7,0.3636,0.6364,40.0
Ireland,Technology,Data Protection,1,2025-02-01 00:00:00,1,1,0,1.0,0.0,19.0
UK,Technology,Stakeholder Management,0,2025-07-01 00:00:00,6,5,1,0.8333,0.1667,19.6
Netherlands,Supply Chain,Health and Safety,1,2025-03-01 00:00:00,5,5,0,1.0,0.0,16.6
UK,Finance,Advanced Analytics,0,2026-02-01 00:00:00,3,3,0,1.0,0.0,9.3
UK,Finance,Stakeholder Management,0,2025-04-01 00:00:00,5,4,1,0.8,0.2,13.8
UK,Commercial,Health and Safety,1,2026-03-01 00:00:00,3,1,0,0.3333,0.0,7.0
UK,Commercial,Advanced Analytics,0,2025-12-01 00:00:00,5,4,1,0.8,0.2,17.3
Germany,Operations,Code of Conduct,1,2025-12-01 00:00:00,5,1,4,0.2,0.8,27.0
UK,People,Code of Conduct,1,2025-07-01 00:00:00,1,1,0,1.0,0.0,7.0
UK,Customer Support,Data Protection,1,2025-08-01 00:00:00,5,5,0,1.0,0.0,19.6
UK,Customer Support,Stakeholder Management,0,2025-12-01 00:00:00,4,0,4,0.0,1.0,
UK,Finance,Data Protection,1,2025-06-01 00:00:00,4,4,0,1.0,0.0,3.3
Germany,Finance,Leadership Essentials,0,2025-08-01 00:00:00,2,2,0,1.0,0.0,6.5
Netherlands,Supply Chain,Leadership Essentials,0,2025-10-01 00:00:00,2,1,1,0.5,0.5,37.0
Germany,Commercial,Advanced Analytics,0,2025-08-01 00:00:00,1,0,1,0.0,1.0,
France,Supply Chain,Stakeholder Management,0,2025-03-01 00:00:00,2,2,0,1.0,0.0,34.0
France,Supply Chain,Stakeholder Management,0,2025-05-01 00:00:00,3,2,1,0.6667,0.3333,27.5
UK,Technology,Leadership Essentials,0,2025-10-01 00:00:00,3,3,0,1.0,0.0,10.0
UK,Operations,Health and Safety,1,2026-03-01 00:00:00,8,4,0,0.5,0.0,20.0
France,Operations,Leadership Essentials,0,2025-01-01 00:00:00,4,3,1,0.75,0.25,38.7
France,Operations,Health and Safety,1,2025-04-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Sales,Stakeholder Management,0,2026-02-01 00:00:00,1,1,0,1.0,0.0,26.0
UK,Sales,Data Protection,1,2025-01-01 00:00:00,3,2,1,0.6667,0.3333,11.5
Germany,Finance,Leadership Essentials,0,2025-03-01 00:00:00,2,2,0,1.0,0.0,20.5
France,Supply Chain,Leadership Essentials,0,2025-06-01 00:00:00,3,0,3,0.0,1.0,
UK,Finance,Leadership Essentials,0,2025-12-01 00:00:00,2,1,1,0.5,0.5,6.0
Ireland,Sales,Stakeholder Management,0,2025-04-01 00:00:00,2,1,1,0.5,0.5,17.0
UK,People,Leadership Essentials,0,2025-04-01 00:00:00,3,2,1,0.6667,0.3333,8.5
UK,Sales,Code of Conduct,1,2025-10-01 00:00:00,5,4,1,0.8,0.2,8.0
UK,Customer Support,Data Protection,1,2025-03-01 00:00:00,3,2,1,0.6667,0.3333,18.0
Netherlands,Sales,Leadership Essentials,0,2025-12-01 00:00:00,3,3,0,1.0,0.0,18.0
Netherlands,Operations,Code of Conduct,1,2025-04-01 00:00:00,1,1,0,1.0,0.0,41.0
Netherlands,Technology,Code of Conduct,1,2025-12-01 00:00:00,1,1,0,1.0,0.0,11.0
Germany,Sales,Health and Safety,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,11.0
France,Supply Chain,Data Protection,1,2025-03-01 00:00:00,3,1,2,0.3333,0.6667,34.0
Germany,Supply Chain,Advanced Analytics,0,2025-11-01 00:00:00,5,1,4,0.2,0.8,51.0
UK,Customer Support,Health and Safety,1,2025-07-01 00:00:00,4,3,1,0.75,0.25,24.7
Netherlands,Commercial,Stakeholder Management,0,2025-06-01 00:00:00,1,1,0,1.0,0.0,26.0
France,Sales,Data Protection,1,2025-07-01 00:00:00,1,1,0,1.0,0.0,11.0
France,Sales,Stakeholder Management,0,2025-09-01 00:00:00,1,1,0,1.0,0.0,19.0
UK,People,Stakeholder Management,0,2025-06-01 00:00:00,5,4,1,0.8,0.2,10.0
Ireland,Technology,Stakeholder Management,0,2025-02-01 00:00:00,1,1,0,1.0,0.0,26.0
Ireland,Sales,Data Protection,1,2025-12-01 00:00:00,2,2,0,1.0,0.0,21.5
France,Operations,Data Protection,1,2026-01-01 00:00:00,2,1,1,0.5,0.5,42.0
Germany,Sales,Leadership Essentials,0,2025-06-01 00:00:00,1,1,0,1.0,0.0,39.0
Netherlands,Supply Chain,Code of Conduct,1,2026-03-01 00:00:00,2,2,0,1.0,0.0,3.0
Germany,People,Data Protection,1,2025-03-01 00:00:00,2,2,0,1.0,0.0,8.0
France,People,Advanced Analytics,0,2025-07-01 00:00:00,1,1,0,1.0,0.0,4.0
Ireland,Commercial,Leadership Essentials,0,2025-07-01 00:00:00,1,0,1,0.0,1.0,
Germany,Supply Chain,Stakeholder Management,0,2025-07-01 00:00:00,2,1,1,0.5,0.5,30.0
Germany,Supply Chain,Health and Safety,1,2025-01-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Technology,Leadership Essentials,0,2025-11-01 00:00:00,1,0,1,0.0,1.0,
France,Operations,Data Protection,1,2025-08-01 00:00:00,1,0,1,0.0,1.0,
France,Supply Chain,Data Protection,1,2025-08-01 00:00:00,1,0,1,0.0,1.0,
Germany,People,Code of Conduct,1,2025-03-01 00:00:00,2,2,0,1.0,0.0,6.5
France,Finance,Data Protection,1,2025-12-01 00:00:00,1,1,0,1.0,0.0,10.0
Germany,Supply Chain,Health and Safety,1,2025-11-01 00:00:00,3,2,1,0.6667,0.3333,17.0
Ireland,Supply Chain,Data Protection,1,2025-09-01 00:00:00,2,0,2,0.0,1.0,
UK,Customer Support,Data Protection,1,2025-05-01 00:00:00,2,2,0,1.0,0.0,28.5
France,Finance,Code of Conduct,1,2025-09-01 00:00:00,1,1,0,1.0,0.0,7.0
Netherlands,Customer Support,Stakeholder Management,0,2025-04-01 00:00:00,1,1,0,1.0,0.0,11.0
France,Sales,Health and Safety,1,2025-10-01 00:00:00,1,1,0,1.0,0.0,20.0
UK,Commercial,Code of Conduct,1,2025-09-01 00:00:00,1,1,0,1.0,0.0,10.0
Germany,Commercial,Advanced Analytics,0,2025-05-01 00:00:00,1,1,0,1.0,0.0,35.0
France,Commercial,Leadership Essentials,0,2026-02-01 00:00:00,1,0,0,0.0,0.0,
Germany,Commercial,Stakeholder Management,0,2025-07-01 00:00:00,2,1,1,0.5,0.5,10.0
UK,People,Advanced Analytics,0,2025-12-01 00:00:00,3,3,0,1.0,0.0,12.7
France,Supply Chain,Data Protection,1,2026-01-01 00:00:00,1,1,0,1.0,0.0,29.0
UK,People,Data Protection,1,2025-10-01 00:00:00,1,1,0,1.0,0.0,5.0
France,Supply Chain,Advanced Analytics,0,2025-06-01 00:00:00,1,0,1,0.0,1.0,
France,Supply Chain,Stakeholder Management,0,2026-01-01 00:00:00,2,0,0,0.0,0.0,
UK,Technology,Advanced Analytics,0,2025-04-01 00:00:00,4,4,0,1.0,0.0,18.5
Netherlands,Supply Chain,Stakeholder Management,0,2025-07-01 00:00:00,1,1,0,1.0,0.0,49.0
Ireland,Supply Chain,Leadership Essentials,0,2025-09-01 00:00:00,1,0,1,0.0,1.0,
UK,Supply Chain,Advanced Analytics,0,2025-09-01 00:00:00,5,3,2,0.6,0.4,13.3
Netherlands,Operations,Data Protection,1,2025-06-01 00:00:00,2,1,1,0.5,0.5,15.0
Germany,People,Stakeholder Management,0,2025-02-01 00:00:00,1,0,1,0.0,1.0,
Germany,Technology,Health and Safety,1,2025-02-01 00:00:00,1,1,0,1.0,0.0,16.0
France,Operations,Leadership Essentials,0,2025-11-01 00:00:00,2,0,2,0.0,1.0,
Germany,Commercial,Advanced Analytics,0,2026-01-01 00:00:00,1,0,0,0.0,0.0,
Ireland,Customer Support,Leadership Essentials,0,2026-03-01 00:00:00,2,1,0,0.5,0.0,10.0
Germany,Finance,Leadership Essentials,0,2026-01-01 00:00:00,1,1,0,1.0,0.0,14.0
France,Sales,Advanced Analytics,0,2025-04-01 00:00:00,1,1,0,1.0,0.0,16.0
France,Supply Chain,Data Protection,1,2025-05-01 00:00:00,1,1,0,1.0,0.0,31.0
Germany,Technology,Advanced Analytics,0,2025-09-01 00:00:00,2,1,1,0.5,0.5,4.0
Germany,Supply Chain,Advanced Analytics,0,2025-01-01 00:00:00,2,1,1,0.5,0.5,25.0
Germany,Sales,Data Protection,1,2025-08-01 00:00:00,1,1,0,1.0,0.0,15.0
Germany,Sales,Data Protection,1,2025-03-01 00:00:00,1,1,0,1.0,0.0,6.0
Germany,Customer Support,Stakeholder Management,0,2025-09-01 00:00:00,1,0,1,0.0,1.0,
Ireland,Customer Support,Data Protection,1,2025-10-01 00:00:00,1,1,0,1.0,0.0,19.0
Germany,People,Leadership Essentials,0,2025-10-01 00:00:00,1,0,1,0.0,1.0,
France,Operations,Code of Conduct,1,2026-03-01 00:00:00,1,1,0,1.0,0.0,2.0
France,Commercial,Advanced Analytics,0,2025-06-01 00:00:00,1,1,0,1.0,0.0,21.0
France,Technology,Code of Conduct,1,2025-09-01 00:00:00,1,1,0,1.0,0.0,9.0
Germany,Supply Chain,Code of Conduct,1,2025-02-01 00:00:00,1,1,0,1.0,0.0,10.0
Germany,Operations,Leadership Essentials,0,2025-05-01 00:00:00,3,0,3,0.0,1.0,
UK,Customer Support,Advanced Analytics,0,2025-04-01 00:00:00,7,2,5,0.2857,0.7143,36.5
UK,Operations,Stakeholder Management,0,2025-07-01 00:00:00,16,10,6,0.625,0.375,38.2
UK,Technology,Leadership Essentials,0,2025-08-01 00:00:00,7,4,3,0.5714,0.4286,15.0
Germany,People,Leadership Essentials,0,2025-05-01 00:00:00,3,2,1,0.6667,0.3333,12.5
Germany,Technology,Health and Safety,1,2025-12-01 00:00:00,1,1,0,1.0,0.0,5.0
UK,Technology,Leadership Essentials,0,2025-05-01 00:00:00,5,2,3,0.4,0.6,14.5
Ireland,Supply Chain,Health and Safety,1,2025-05-01 00:00:00,1,0,1,0.0,1.0,
UK,Sales,Code of Conduct,1,2025-08-01 00:00:00,3,3,0,1.0,0.0,16.7
Germany,Commercial,Health and Safety,1,2025-04-01 00:00:00,1,1,0,1.0,0.0,12.0
Ireland,Supply Chain,Health and Safety,1,2025-08-01 00:00:00,2,2,0,1.0,0.0,41.0
UK,Supply Chain,Code of Conduct,1,2025-07-01 00:00:00,4,3,1,0.75,0.25,26.0
Ireland,Supply Chain,Stakeholder Management,0,2025-08-01 00:00:00,2,1,1,0.5,0.5,17.0
Netherlands,Supply Chain,Leadership Essentials,0,2026-01-01 00:00:00,1,0,0,0.0,0.0,
UK,Operations,Data Protection,1,2025-06-01 00:00:00,9,6,3,0.6667,0.3333,35.3
UK,Supply Chain,Stakeholder Management,0,2025-04-01 00:00:00,9,3,6,0.3333,0.6667,31.7
UK,Operations,Leadership Essentials,0,2025-09-01 00:00:00,7,2,5,0.2857,0.7143,29.0
Germany,Operations,Leadership Essentials,0,2025-08-01 00:00:00,7,1,6,0.1429,0.8571,13.0
UK,Commercial,Health and Safety,1,2026-02-01 00:00:00,1,1,0,1.0,0.0,4.0
UK,Supply Chain,Advanced Analytics,0,2025-11-01 00:00:00,6,3,3,0.5,0.5,31.3
UK,Sales,Code of Conduct,1,2025-05-01 00:00:00,3,2,1,0.6667,0.3333,10.0
UK,Supply Chain,Leadership Essentials,0,2026-02-01 00:00:00,8,5,0,0.625,0.0,26.4
Netherlands,Supply Chain,Leadership Essentials,0,2025-08-01 00:00:00,2,1,1,0.5,0.5,35.0
UK,Operations,Health and Safety,1,2026-02-01 00:00:00,9,6,1,0.6667,0.1111,34.7
Germany,Operations,Advanced Analytics,0,2025-04-01 00:00:00,4,0,4,0.0,1.0,
Germany,Operations,Code of Conduct,1,2025-02-01 00:00:00,5,1,4,0.2,0.8,54.0
Germany,Customer Support,Stakeholder Management,0,2025-11-01 00:00:00,1,0,1,0.0,1.0,
Ireland,Supply Chain,Health and Safety,1,2025-03-01 00:00:00,3,1,2,0.3333,0.6667,23.0
Germany,Technology,Advanced Analytics,0,2025-11-01 00:00:00,3,3,0,1.0,0.0,25.0
Netherlands,Operations,Stakeholder Management,0,2025-04-01 00:00:00,2,1,1,0.5,0.5,19.0
Germany,Operations,Data Protection,1,2025-07-01 00:00:00,5,1,4,0.2,0.8,17.0
Germany,Operations,Health and Safety,1,2025-09-01 00:00:00,2,0,2,0.0,1.0,
Netherlands,Customer Support,Health and Safety,1,2026-02-01 00:00:00,1,1,0,1.0,0.0,7.0
UK,Sales,Data Protection,1,2025-09-01 00:00:00,3,3,0,1.0,0.0,14.0
UK,Commercial,Data Protection,1,2026-02-01 00:00:00,3,3,0,1.0,0.0,19.0
France,Technology,Stakeholder Management,0,2025-02-01 00:00:00,2,1,1,0.5,0.5,22.0
France,Operations,Advanced Analytics,0,2025-08-01 00:00:00,2,0,2,0.0,1.0,
UK,Sales,Advanced Analytics,0,2025-04-01 00:00:00,3,1,2,0.3333,0.6667,12.0
France,Supply Chain,Stakeholder Management,0,2025-10-01 00:00:00,4,4,0,1.0,0.0,29.8
Ireland,Operations,Code of Conduct,1,2026-03-01 00:00:00,5,2,0,0.4,0.0,8.0
UK,Supply Chain,Advanced Analytics,0,2025-01-01 00:00:00,6,0,6,0.0,1.0,
UK,Finance,Health and Safety,1,2025-04-01 00:00:00,2,2,0,1.0,0.0,6.0
Ireland,Sales,Advanced Analytics,0,2025-12-01 00:00:00,1,1,0,1.0,0.0,25.0
Germany,Commercial,Leadership Essentials,0,2026-03-01 00:00:00,3,1,0,0.3333,0.0,6.0
Germany,Supply Chain,Code of Conduct,1,2025-12-01 00:00:00,3,1,2,0.3333,0.6667,24.0
Netherlands,Operations,Health and Safety,1,2025-06-01 00:00:00,1,1,0,1.0,0.0,28.0
UK,Finance,Advanced Analytics,0,2026-03-01 00:00:00,3,2,0,0.6667,0.0,4.5
France,Operations,Advanced Analytics,0,2026-01-01 00:00:00,1,0,0,0.0,0.0,
UK,Commercial,Stakeholder Management,0,2025-06-01 00:00:00,2,1,1,0.5,0.5,23.0
UK,Technology,Leadership Essentials,0,2025-03-01 00:00:00,3,3,0,1.0,0.0,14.3
France,People,Stakeholder Management,0,2026-03-01 00:00:00,1,1,0,1.0,0.0,18.0
Ireland,Commercial,Advanced Analytics,0,2025-05-01 00:00:00,1,1,0,1.0,0.0,18.0
France,Operations,Advanced Analytics,0,2025-03-01 00:00:00,5,2,3,0.4,0.6,53.5
France,Supply Chain,Data Protection,1,2025-10-01 00:00:00,2,2,0,1.0,0.0,30.5
Ireland,Supply Chain,Health and Safety,1,2026-01-01 00:00:00,2,0,2,0.0,1.0,
Ireland,Supply Chain,Stakeholder Management,0,2025-03-01 00:00:00,2,1,1,0.5,0.5,54.0
France,Sales,Leadership Essentials,0,2025-01-01 00:00:00,1,0,1,0.0,1.0,
UK,People,Data Protection,1,2026-01-01 00:00:00,3,3,0,1.0,0.0,5.3
UK,Technology,Leadership Essentials,0,2026-01-01 00:00:00,2,1,0,0.5,0.0,22.0
