country,department,job_role,gender,application_month,application_count,screen_count,interview_count,offer_count,hired_count,screen_rate,interview_rate,offer_rate,hire_rate
Germany,Commercial,Pricing Manager,Male,2025-05-01 00:00:00,7,3,1,0,0,0.4286,0.1429,0.0,0.0
Ireland,Sales,Sales Executive,Male,2026-02-01 00:00:00,3,3,1,0,0,1.0,0.3333,0.0,0.0
UK,Technology,Software Engineer,Male,2025-05-01 00:00:00,14,10,6,1,0,0.7143,0.4286,0.0714,0.0
Germany,Sales,Account Manager,Male,2025-07-01 00:00:00,14,10,5,1,1,0.7143,0.3571,0.0714,0.0714
France,Technology,Data Analyst,Male,2025-09-01 00:00:00,3,1,1,0,0,0.3333,0.3333,0.0,0.0
Netherlands,Commercial,Commercial Analyst,Male,2025-09-01 00:00:00,7,6,3,1,1,0.8571,0.4286,0.1429,0.1429
Germany,Technology,Data Analyst,Male,2025-12-01 00:00:00,8,6,2,1,0,0.75,0.25,0.125,0.0
Netherlands,Supply Chain,Procurement Specialist,Male,2025-06-01 00:00:00,3,2,2,2,2,0.6667,0.6667,0.6667,0.6667
France,Sales,Account Manager,Male,2025-07-01 00:00:00,7,6,4,2,1,0.8571,0.5714,0.2857,0.1429
Germany,Customer Support,Customer Support Rep,Male,2025-11-01 00:00:00,6,5,3,2,2,0.8333,0.5,0.3333,0.3333
France,Supply Chain,Procurement Specialist,Male,2025-09-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
France,Finance,Accountant,Male,2025-08-01 00:00:00,3,2,1,0,0,0.6667,0.3333,0.0,0.0
Ireland,Sales,Account Manager,Male,2025-05-01 00:00:00,3,3,3,3,2,1.0,1.0,1.0,0.6667
Ireland,Commercial,Commercial Analyst,Male,2025-08-01 00:00:00,3,2,0,0,0,0.6667,0.0,0.0,0.0
Germany,Sales,Sales Executive,Male,2026-03-01 00:00:00,10,7,4,3,2,0.7,0.4,0.3,0.2
France,Commercial,Commercial Analyst,Male,2025-07-01 00:00:00,4,4,2,1,0,1.0,0.5,0.25,0.0
Germany,Technology,Data Engineer,Male,2026-02-01 00:00:00,2,2,1,0,0,1.0,0.5,0.0,0.0
Ireland,People,HR Advisor,Male,2025-12-01 00:00:00,4,2,2,1,1,0.5,0.5,0.25,0.25
Germany,Supply Chain,Warehouse Manager,Male,2025-07-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
France,People,HR Advisor,Male,2025-11-01 00:00:00,3,3,1,0,0,1.0,0.3333,0.0,0.0
UK,Supply Chain,Procurement Specialist,Male,2025-11-01 00:00:00,13,10,5,3,3,0.7692,0.3846,0.2308,0.2308
UK,Operations,Project Manager,Female,2025-10-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
UK,Customer Support,Customer Support Rep,Female,2025-08-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
Ireland,Commercial,Commercial Analyst,Male,2026-01-01 00:00:00,2,2,1,0,0,1.0,0.5,0.0,0.0
France,Supply Chain,Logistics Coordinator,Male,2025-11-01 00:00:00,4,4,1,1,1,1.0,0.25,0.25,0.25
UK,Technology,Software Engineer,Female,2025-09-01 00:00:00,8,7,4,2,2,0.875,0.5,0.25,0.25
UK,Technology,Data Analyst,Female,2026-03-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
UK,Customer Support,Customer Support Rep,Female,2026-01-01 00:00:00,4,2,1,0,0,0.5,0.25,0.0,0.0
France,Technology,Data Engineer,Male,2026-02-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
France,Operations,Project Manager,Male,2026-02-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Ireland,Technology,Data Analyst,Male,2025-12-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Netherlands,Customer Support,Customer Support Rep,Male,2026-03-01 00:00:00,3,2,1,1,1,0.6667,0.3333,0.3333,0.3333
Germany,Sales,Sales Executive,Female,2025-07-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Ireland,Sales,Account Manager,Male,2026-01-01 00:00:00,5,3,2,2,1,0.6,0.4,0.4,0.2
Ireland,Commercial,Commercial Analyst,Male,2025-05-01 00:00:00,3,1,0,0,0,0.3333,0.0,0.0,0.0
UK,Operations,Construction Supervisor,Female,2025-06-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
France,Supply Chain,Warehouse Manager,Male,2025-06-01 00:00:00,6,3,1,0,0,0.5,0.1667,0.0,0.0
UK,Finance,Accountant,Female,2025-04-01 00:00:00,5,5,1,1,1,1.0,0.2,0.2,0.2
Germany,People,HR Advisor,Male,2025-06-01 00:00:00,5,5,4,2,1,1.0,0.8,0.4,0.2
Germany,Operations,Site Engineer,Male,2026-02-01 00:00:00,4,2,0,0,0,0.5,0.0,0.0,0.0
Ireland,People,HR Business Partner,Male,2025-06-01 00:00:00,3,2,1,0,0,0.6667,0.3333,0.0,0.0
France,Finance,Accountant,Male,2025-05-01 00:00:00,3,3,2,1,1,1.0,0.6667,0.3333,0.3333
Ireland,Operations,Project Manager,Male,2025-11-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Sales,Sales Executive,Male,2025-06-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
France,Sales,Sales Executive,Female,2026-02-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
Ireland,Operations,Construction Supervisor,Male,2025-10-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Operations,Construction Supervisor,Male,2025-04-01 00:00:00,2,1,1,1,0,0.5,0.5,0.5,0.0
Netherlands,Technology,Data Analyst,Male,2025-12-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
Germany,Technology,Data Engineer,Female,2025-12-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Netherlands,Operations,Project Manager,Male,2026-03-01 00:00:00,2,2,1,1,0,1.0,0.5,0.5,0.0
Netherlands,Operations,Site Engineer,Male,2025-04-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
France,Sales,Sales Executive,Male,2025-10-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Germany,Supply Chain,Warehouse Manager,Female,2025-10-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
UK,Customer Support,Customer Success Manager,Female,2026-03-01 00:00:00,2,2,1,0,0,1.0,0.5,0.0,0.0
Netherlands,Technology,Data Engineer,Female,2025-11-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
Netherlands,People,HR Advisor,Male,2025-06-01 00:00:00,2,2,2,1,1,1.0,1.0,0.5,0.5
France,Operations,Project Manager,Female,2025-06-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
UK,Commercial,Commercial Analyst,Female,2025-06-01 00:00:00,1,1,1,1,0,1.0,1.0,1.0,0.0
UK,Customer Support,Customer Support Rep,Female,2025-05-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Sales,Account Manager,Male,2026-03-01 00:00:00,3,3,1,1,0,1.0,0.3333,0.3333,0.0
UK,Finance,Financial Analyst,Female,2025-12-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Netherlands,Operations,Project Manager,Female,2025-08-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
UK,Sales,Account Manager,Female,2025-10-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Ireland,Supply Chain,Warehouse Manager,Male,2025-12-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Supply Chain,Logistics Coordinator,Female,2025-08-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
France,Commercial,Commercial Analyst,Female,2025-04-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Supply Chain,Procurement Specialist,Male,2026-01-01 00:00:00,19,8,3,2,1,0.4211,0.1579,0.1053,0.0526
France,Technology,Software Engineer,Male,2026-03-01 00:00:00,3,1,1,1,1,0.3333,0.3333,0.3333,0.3333
UK,Finance,Accountant,Male,2025-05-01 00:00:00,18,12,6,4,3,0.6667,0.3333,0.2222,0.1667
UK,People,HR Advisor,Male,2026-03-01 00:00:00,28,25,12,6,6,0.8929,0.4286,0.2143,0.2143
UK,Supply Chain,Procurement Specialist,Male,2025-08-01 00:00:00,21,17,5,3,2,0.8095,0.2381,0.1429,0.0952
UK,Supply Chain,Logistics Coordinator,Male,2025-06-01 00:00:00,14,9,3,1,1,0.6429,0.2143,0.0714,0.0714
Netherlands,Operations,Construction Supervisor,Male,2025-06-01 00:00:00,3,1,1,1,1,0.3333,0.3333,0.3333,0.3333
France,Commercial,Pricing Manager,Male,2026-03-01 00:00:00,6,4,2,1,0,0.6667,0.3333,0.1667,0.0
UK,Customer Support,Customer Success Manager,Male,2025-05-01 00:00:00,23,18,13,4,3,0.7826,0.5652,0.1739,0.1304
UK,Technology,Data Engineer,Male,2025-07-01 00:00:00,12,11,6,4,3,0.9167,0.5,0.3333,0.25
UK,Customer Support,Customer Success Manager,Male,2026-01-01 00:00:00,23,18,13,7,6,0.7826,0.5652,0.3043,0.2609
France,Finance,Financial Analyst,Male,2025-12-01 00:00:00,6,5,3,3,1,0.8333,0.5,0.5,0.1667
France,Supply Chain,Procurement Specialist,Male,2025-10-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
UK,Customer Support,Customer Success Manager,Male,2025-08-01 00:00:00,15,9,5,0,0,0.6,0.3333,0.0,0.0
Germany,Finance,Accountant,Male,2025-12-01 00:00:00,7,6,3,1,1,0.8571,0.4286,0.1429,0.1429
UK,Supply Chain,Procurement Specialist,Female,2026-01-01 00:00:00,2,2,2,0,0,1.0,1.0,0.0,0.0
UK,Operations,Project Manager,Female,2025-09-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
France,Sales,Sales Executive,Male,2025-09-01 00:00:00,3,3,2,1,1,1.0,0.6667,0.3333,0.3333
Netherlands,Commercial,Pricing Manager,Male,2026-02-01 00:00:00,4,4,3,0,0,1.0,0.75,0.0,0.0
UK,People,HR Business Partner,Male,2025-12-01 00:00:00,21,17,10,6,6,0.8095,0.4762,0.2857,0.2857
Germany,Customer Support,Customer Support Rep,Male,2025-08-01 00:00:00,14,8,6,2,2,0.5714,0.4286,0.1429,0.1429
UK,Operations,Site Engineer,Male,2025-06-01 00:00:00,7,6,4,1,1,0.8571,0.5714,0.1429,0.1429
UK,Commercial,Pricing Manager,Male,2026-01-01 00:00:00,22,18,13,3,1,0.8182,0.5909,0.1364,0.0455
Germany,Customer Support,Customer Success Manager,Male,2025-08-01 00:00:00,6,4,1,0,0,0.6667,0.1667,0.0,0.0
UK,Finance,Financial Analyst,Male,2025-12-01 00:00:00,21,17,13,6,5,0.8095,0.619,0.2857,0.2381
France,Technology,Data Analyst,Male,2025-10-01 00:00:00,4,4,3,3,3,1.0,0.75,0.75,0.75
UK,Sales,Account Manager,Male,2025-10-01 00:00:00,20,15,12,6,6,0.75,0.6,0.3,0.3
UK,Finance,Accountant,Male,2026-01-01 00:00:00,17,11,5,3,1,0.6471,0.2941,0.1765,0.0588
Ireland,Operations,Construction Supervisor,Male,2025-09-01 00:00:00,2,2,2,2,2,1.0,1.0,1.0,1.0
France,People,HR Advisor,Male,2026-01-01 00:00:00,8,6,3,2,0,0.75,0.375,0.25,0.0
Ireland,Supply Chain,Warehouse Manager,Female,2026-02-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Germany,Customer Support,Customer Support Rep,Male,2026-01-01 00:00:00,8,7,5,2,1,0.875,0.625,0.25,0.125
Netherlands,Sales,Sales Executive,Male,2025-04-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Netherlands,People,HR Business Partner,Male,2026-01-01 00:00:00,4,4,1,0,0,1.0,0.25,0.0,0.0
UK,Commercial,Pricing Manager,Male,2025-05-01 00:00:00,18,15,10,2,1,0.8333,0.5556,0.1111,0.0556
Netherlands,Supply Chain,Logistics Coordinator,Female,2025-11-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
Netherlands,Commercial,Commercial Analyst,Male,2025-10-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
UK,Operations,Project Manager,Male,2025-08-01 00:00:00,15,6,2,2,2,0.4,0.1333,0.1333,0.1333
Netherlands,Finance,Accountant,Male,2026-02-01 00:00:00,3,2,1,1,1,0.6667,0.3333,0.3333,0.3333
UK,Sales,Account Manager,Female,2025-09-01 00:00:00,3,3,1,1,0,1.0,0.3333,0.3333,0.0
UK,Operations,Construction Supervisor,Male,2025-11-01 00:00:00,13,9,6,2,1,0.6923,0.4615,0.1538,0.0769
UK,Operations,Project Manager,Male,2026-01-01 00:00:00,11,6,3,2,2,0.5455,0.2727,0.1818,0.1818
France,Finance,Accountant,Male,2025-11-01 00:00:00,5,4,1,1,0,0.8,0.2,0.2,0.0
Ireland,Operations,Project Manager,Male,2026-01-01 00:00:00,3,2,2,1,1,0.6667,0.6667,0.3333,0.3333
Ireland,Commercial,Pricing Manager,Male,2025-06-01 00:00:00,3,3,3,0,0,1.0,1.0,0.0,0.0
UK,Finance,Accountant,Male,2025-08-01 00:00:00,17,12,9,4,2,0.7059,0.5294,0.2353,0.1176
UK,Commercial,Pricing Manager,Male,2025-08-01 00:00:00,17,11,6,1,1,0.6471,0.3529,0.0588,0.0588
UK,Operations,Project Manager,Male,2025-05-01 00:00:00,13,10,4,2,1,0.7692,0.3077,0.1538,0.0769
France,Supply Chain,Warehouse Manager,Male,2025-04-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
France,People,HR Advisor,Male,2025-08-01 00:00:00,3,3,2,0,0,1.0,0.6667,0.0,0.0
France,Supply Chain,Logistics Coordinator,Male,2025-05-01 00:00:00,3,3,1,1,0,1.0,0.3333,0.3333,0.0
France,People,HR Advisor,Male,2025-03-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,People,HR Advisor,Male,2025-04-01 00:00:00,7,4,2,1,1,0.5714,0.2857,0.1429,0.1429
France,Customer Support,Customer Success Manager,Male,2026-02-01 00:00:00,4,4,4,2,2,1.0,1.0,0.5,0.5
Netherlands,People,HR Business Partner,Male,2025-05-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Ireland,People,HR Business Partner,Male,2025-04-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,Operations,Construction Supervisor,Female,2025-12-01 00:00:00,3,3,2,2,2,1.0,0.6667,0.6667,0.6667
Ireland,Sales,Account Manager,Male,2025-11-01 00:00:00,3,1,0,0,0,0.3333,0.0,0.0,0.0
Germany,Supply Chain,Procurement Specialist,Male,2025-12-01 00:00:00,6,3,1,1,1,0.5,0.1667,0.1667,0.1667
France,People,HR Business Partner,Male,2025-12-01 00:00:00,5,4,4,1,1,0.8,0.8,0.2,0.2
Germany,Customer Support,Customer Success Manager,Male,2026-01-01 00:00:00,6,4,2,0,0,0.6667,0.3333,0.0,0.0
France,Supply Chain,Logistics Coordinator,Male,2025-08-01 00:00:00,2,2,0,0,0,1.0,0.0,0.0,0.0
Germany,Supply Chain,Logistics Coordinator,Male,2025-09-01 00:00:00,4,3,0,0,0,0.75,0.0,0.0,0.0
Netherlands,Supply Chain,Warehouse Manager,Female,2026-01-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
UK,Finance,Accountant,Female,2025-06-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
UK,Commercial,Commercial Analyst,Female,2025-04-01 00:00:00,5,2,0,0,0,0.4,0.0,0.0,0.0
UK,Technology,Software Engineer,Female,2025-10-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Netherlands,Technology,Data Engineer,Female,2026-01-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Ireland,Operations,Site Engineer,Male,2026-03-01 00:00:00,1,1,1,1,0,1.0,1.0,1.0,0.0
UK,Supply Chain,Logistics Coordinator,Female,2025-11-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
UK,Technology,Software Engineer,Male,2025-11-01 00:00:00,7,4,2,1,1,0.5714,0.2857,0.1429,0.1429
Netherlands,Operations,Site Engineer,Male,2025-06-01 00:00:00,3,1,1,0,0,0.3333,0.3333,0.0,0.0
Germany,Customer Support,Customer Success Manager,Male,2025-05-01 00:00:00,8,7,3,2,1,0.875,0.375,0.25,0.125
Netherlands,Supply Chain,Logistics Coordinator,Male,2025-12-01 00:00:00,4,3,1,1,1,0.75,0.25,0.25,0.25
Ireland,Sales,Account Manager,Female,2025-08-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Germany,Commercial,Commercial Analyst,Male,2025-12-01 00:00:00,6,2,1,0,0,0.3333,0.1667,0.0,0.0
UK,People,HR Business Partner,Female,2025-10-01 00:00:00,3,2,0,0,0,0.6667,0.0,0.0,0.0
Germany,People,HR Business Partner,Male,2026-03-01 00:00:00,6,5,2,2,2,0.8333,0.3333,0.3333,0.3333
UK,Supply Chain,Procurement Specialist,Male,2025-05-01 00:00:00,9,8,4,2,2,0.8889,0.4444,0.2222,0.2222
Germany,Customer Support,Customer Support Rep,Male,2025-05-01 00:00:00,9,7,4,2,2,0.7778,0.4444,0.2222,0.2222
Germany,Commercial,Pricing Manager,Male,2025-11-01 00:00:00,9,5,3,2,1,0.5556,0.3333,0.2222,0.1111
Ireland,Operations,Project Manager,Male,2025-05-01 00:00:00,2,1,1,1,1,0.5,0.5,0.5,0.5
UK,People,HR Advisor,Female,2026-02-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Netherlands,People,HR Business Partner,Male,2025-08-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
France,People,HR Business Partner,Female,2026-02-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
France,Customer Support,Customer Support Rep,Male,2026-03-01 00:00:00,3,3,2,0,0,1.0,0.6667,0.0,0.0
UK,Supply Chain,Procurement Specialist,Female,2025-05-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
UK,Sales,Sales Executive,Female,2026-02-01 00:00:00,4,4,2,1,1,1.0,0.5,0.25,0.25
UK,Operations,Site Engineer,Female,2026-03-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Netherlands,Technology,Data Engineer,Male,2026-02-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Ireland,Finance,Financial Analyst,Male,2026-02-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Ireland,Technology,Software Engineer,Female,2026-01-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
France,People,HR Advisor,Male,2025-05-01 00:00:00,4,3,1,0,0,0.75,0.25,0.0,0.0
Germany,Technology,Software Engineer,Male,2025-12-01 00:00:00,7,6,4,4,3,0.8571,0.5714,0.5714,0.4286
Netherlands,People,HR Advisor,Male,2025-04-01 00:00:00,3,3,3,0,0,1.0,1.0,0.0,0.0
Netherlands,Customer Support,Customer Success Manager,Male,2025-07-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
France,Supply Chain,Logistics Coordinator,Male,2026-01-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Germany,People,HR Business Partner,Female,2026-03-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
Germany,Commercial,Commercial Analyst,Female,2025-06-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
France,People,HR Advisor,Female,2025-07-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Supply Chain,Warehouse Manager,Female,2025-08-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Netherlands,Finance,Financial Analyst,Male,2026-02-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
UK,Supply Chain,Procurement Specialist,Male,2025-03-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
UK,Operations,Construction Supervisor,Female,2025-04-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Germany,Technology,Data Analyst,Female,2025-12-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Ireland,Supply Chain,Logistics Coordinator,Female,2026-03-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Germany,Supply Chain,Logistics Coordinator,Female,2026-03-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
UK,Customer Support,Customer Success Manager,Male,2025-03-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Netherlands,Operations,Project Manager,Female,2025-11-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Ireland,Finance,Accountant,Female,2026-03-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
Germany,Technology,Software Engineer,Male,2025-08-01 00:00:00,7,7,5,3,2,1.0,0.7143,0.4286,0.2857
France,Commercial,Commercial Analyst,Male,2025-10-01 00:00:00,5,5,4,1,0,1.0,0.8,0.2,0.0
UK,People,HR Advisor,Male,2025-06-01 00:00:00,24,17,6,4,4,0.7083,0.25,0.1667,0.1667
UK,Technology,Data Engineer,Male,2025-09-01 00:00:00,16,11,6,2,2,0.6875,0.375,0.125,0.125
UK,People,HR Business Partner,Male,2025-05-01 00:00:00,16,10,5,2,2,0.625,0.3125,0.125,0.125
Germany,Supply Chain,Procurement Specialist,Male,2025-05-01 00:00:00,8,6,3,0,0,0.75,0.375,0.0,0.0
France,People,HR Advisor,Male,2025-12-01 00:00:00,4,2,1,1,1,0.5,0.25,0.25,0.25
Germany,Supply Chain,Logistics Coordinator,Male,2025-07-01 00:00:00,10,8,2,1,1,0.8,0.2,0.1,0.1
UK,Operations,Project Manager,Male,2025-12-01 00:00:00,17,14,7,3,2,0.8235,0.4118,0.1765,0.1176
Netherlands,Customer Support,Customer Support Rep,Male,2025-04-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
UK,Customer Support,Customer Success Manager,Male,2025-12-01 00:00:00,20,17,8,3,1,0.85,0.4,0.15,0.05
Netherlands,Operations,Site Engineer,Male,2026-03-01 00:00:00,3,3,2,1,0,1.0,0.6667,0.3333,0.0
Germany,Supply Chain,Logistics Coordinator,Female,2025-06-01 00:00:00,2,2,1,1,0,1.0,0.5,0.5,0.0
Germany,People,HR Business Partner,Male,2025-06-01 00:00:00,9,5,2,0,0,0.5556,0.2222,0.0,0.0
Germany,Finance,Accountant,Male,2025-05-01 00:00:00,10,6,3,1,1,0.6,0.3,0.1,0.1
Germany,Supply Chain,Warehouse Manager,Male,2025-10-01 00:00:00,4,4,1,1,1,1.0,0.25,0.25,0.25
UK,People,HR Business Partner,Male,2025-08-01 00:00:00,25,18,8,3,2,0.72,0.32,0.12,0.08
UK,Supply Chain,Logistics Coordinator,Male,2026-03-01 00:00:00,23,16,11,3,2,0.6957,0.4783,0.1304,0.087
UK,Finance,Financial Analyst,Male,2026-01-01 00:00:00,13,10,6,4,3,0.7692,0.4615,0.3077,0.2308
Ireland,Customer Support,Customer Success Manager,Male,2025-05-01 00:00:00,3,3,2,2,1,1.0,0.6667,0.6667,0.3333
France,People,HR Business Partner,Male,2025-08-01 00:00:00,6,3,0,0,0,0.5,0.0,0.0,0.0
UK,Technology,Data Analyst,Female,2025-04-01 00:00:00,5,4,3,2,1,0.8,0.6,0.4,0.2
Netherlands,Supply Chain,Warehouse Manager,Male,2025-11-01 00:00:00,3,2,1,0,0,0.6667,0.3333,0.0,0.0
UK,Finance,Accountant,Male,2025-12-01 00:00:00,19,13,7,4,3,0.6842,0.3684,0.2105,0.1579
Ireland,Finance,Accountant,Male,2025-06-01 00:00:00,3,3,1,1,1,1.0,0.3333,0.3333,0.3333
UK,Operations,Site Engineer,Male,2026-03-01 00:00:00,8,6,2,2,1,0.75,0.25,0.25,0.125
Netherlands,People,HR Business Partner,Male,2025-12-01 00:00:00,3,1,1,1,1,0.3333,0.3333,0.3333,0.3333
Ireland,Customer Support,Customer Success Manager,Male,2025-08-01 00:00:00,3,2,2,2,2,0.6667,0.6667,0.6667,0.6667
UK,Commercial,Commercial Analyst,Male,2025-11-01 00:00:00,18,13,8,3,2,0.7222,0.4444,0.1667,0.1111
UK,Technology,Data Analyst,Male,2025-04-01 00:00:00,14,7,4,0,0,0.5,0.2857,0.0,0.0
UK,Finance,Financial Analyst,Male,2025-08-01 00:00:00,22,16,10,3,2,0.7273,0.4545,0.1364,0.0909
France,Customer Support,Customer Success Manager,Female,2025-09-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Germany,Supply Chain,Procurement Specialist,Male,2025-08-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Finance,Financial Analyst,Female,2025-08-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
France,Finance,Financial Analyst,Male,2025-08-01 00:00:00,3,2,1,1,1,0.6667,0.3333,0.3333,0.3333
UK,Finance,Accountant,Female,2026-03-01 00:00:00,3,1,1,0,0,0.3333,0.3333,0.0,0.0
Germany,Customer Support,Customer Success Manager,Male,2025-12-01 00:00:00,6,4,2,1,1,0.6667,0.3333,0.1667,0.1667
Germany,Finance,Accountant,Male,2025-08-01 00:00:00,10,6,3,0,0,0.6,0.3,0.0,0.0
Netherlands,Operations,Project Manager,Male,2025-04-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
UK,Sales,Sales Executive,Male,2025-04-01 00:00:00,19,15,9,4,3,0.7895,0.4737,0.2105,0.1579
Germany,Technology,Software Engineer,Female,2025-08-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,Sales,Sales Executive,Female,2025-10-01 00:00:00,1,1,1,1,0,1.0,1.0,1.0,0.0
France,Sales,Sales Executive,Male,2025-07-01 00:00:00,3,3,1,1,1,1.0,0.3333,0.3333,0.3333
Ireland,Operations,Construction Supervisor,Male,2025-07-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,Sales,Account Manager,Male,2025-10-01 00:00:00,11,9,3,3,2,0.8182,0.2727,0.2727,0.1818
UK,People,HR Business Partner,Male,2025-03-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Finance,Financial Analyst,Male,2025-05-01 00:00:00,15,9,3,2,1,0.6,0.2,0.1333,0.0667
France,Finance,Financial Analyst,Male,2026-01-01 00:00:00,3,1,0,0,0,0.3333,0.0,0.0,0.0
Germany,Operations,Construction Supervisor,Male,2025-11-01 00:00:00,3,1,0,0,0,0.3333,0.0,0.0,0.0
France,Commercial,Pricing Manager,Male,2025-06-01 00:00:00,4,3,3,1,1,0.75,0.75,0.25,0.25
UK,People,HR Business Partner,Male,2026-01-01 00:00:00,19,16,12,5,4,0.8421,0.6316,0.2632,0.2105
Germany,Finance,Financial Analyst,Male,2025-10-01 00:00:00,8,6,1,1,1,0.75,0.125,0.125,0.125
Netherlands,Finance,Financial Analyst,Female,2025-05-01 00:00:00,2,2,2,1,0,1.0,1.0,0.5,0.0
Germany,Customer Support,Customer Support Rep,Male,2025-12-01 00:00:00,9,7,4,2,2,0.7778,0.4444,0.2222,0.2222
UK,Supply Chain,Procurement Specialist,Male,2025-12-01 00:00:00,21,11,4,1,1,0.5238,0.1905,0.0476,0.0476
UK,Commercial,Pricing Manager,Male,2025-12-01 00:00:00,18,12,8,4,3,0.6667,0.4444,0.2222,0.1667
Netherlands,Supply Chain,Logistics Coordinator,Male,2026-01-01 00:00:00,7,5,2,2,1,0.7143,0.2857,0.2857,0.1429
Ireland,Operations,Project Manager,Male,2025-12-01 00:00:00,4,3,2,0,0,0.75,0.5,0.0,0.0
