learning_record_id,employee_id,course_id,course_name,mandatory_flag,assignment_date,due_date,completion_date,completion_status,days_to_complete,overdue_flag,department,country
LRN0000222,EMP00098,C004,Leadership Essentials,0,2025-02-20,2025-05-26,2025-03-02,Completed,10.0,0,Sales,UK
LRN0000223,EMP00098,C005,Stakeholder Management,0,2026-02-07,2026-05-12,2026-02-22,Completed,15.0,0,Sales,UK
LRN0000224,EMP00098,C006,Advanced Analytics,0,2026-02-01,2026-04-18,,Incomplete,,0,Sales,UK
LRN0000225,EMP00098,C002,Health and Safety,1,2025-11-29,2026-01-16,2025-12-23,Completed,24.0,0,Sales,UK
LRN0000226,EMP00099,C002,Health and Safety,1,2025-08-29,2025-10-10,2025-10-08,Completed,40.0,0,Supply Chain,Ireland
LRN0000227,EMP00100,C001,Code of Conduct,1,2025-07-02,2025-08-16,,Incomplete,,1,Supply Chain,UK
LRN0000228,EMP00100,C005,Stakeholder Management,0,2025-12-28,2026-03-20,2026-01-24,Completed,27.0,0,Supply Chain,UK
LRN0000229,EMP00101,C001,Code of Conduct,1,2025-09-21,2025-11-10,2025-10-05,Completed,14.0,0,Supply Chain,UK
LRN0000230,EMP00102,C003,Data Protection,1,2025-02-03,2025-03-18,,Incomplete,,1,Operations,UK
LRN0000231,EMP00103,C003,Data Protection,1,2026-03-10,2026-04-24,2026-03-31,Completed,21.0,0,Supply Chain,Ireland
LRN0000232,EMP00103,C005,Stakeholder Management,0,2025-08-28,2025-11-10,,Incomplete,,1,Supply Chain,Ireland
LRN0000233,EMP00104,C001,Code of Conduct,1,2025-03-01,2025-04-17,2025-03-12,Completed,11.0,0,Commercial,UK
LRN0000234,EMP00104,C005,Stakeholder Management,0,2026-01-04,2026-03-31,2026-01-31,Completed,27.0,0,Commercial,UK
LRN0000235,EMP00104,C006,Advanced Analytics,0,2026-03-28,2026-06-15,,Incomplete,,0,Commercial,UK
LRN0000236,EMP00105,C002,Health and Safety,1,2025-02-11,2025-03-09,2025-03-06,Completed,23.0,0,Operations,France
LRN0000237,EMP00105,C005,Stakeholder Management,0,2025-02-13,2025-05-12,2025-04-12,Completed,58.0,0,Operations,France
LRN0000238,EMP00106,C003,Data Protection,1,2025-02-07,2025-03-25,2025-03-22,Completed,43.0,0,Operations,UK
LRN0000239,EMP00106,C005,Stakeholder Management,0,2025-08-29,2025-12-01,,Incomplete,,1,Operations,UK
LRN0000240,EMP00107,C003,Data Protection,1,2025-03-26,2025-05-03,,Incomplete,,1,Supply Chain,UK
LRN0000241,EMP00107,C004,Leadership Essentials,0,2025-03-03,2025-06-02,,Incomplete,,1,Supply Chain,UK
LRN0000242,EMP00107,C005,Stakeholder Management,0,2025-05-17,2025-08-14,2025-06-05,Completed,19.0,0,Supply Chain,UK
LRN0000243,EMP00108,C006,Advanced Analytics,0,2026-01-13,2026-04-12,2026-01-23,Completed,10.0,0,Sales,UK
LRN0000244,EMP00108,C004,Leadership Essentials,0,2025-06-17,2025-09-18,,Incomplete,,1,Sales,UK
LRN0000245,EMP00108,C005,Stakeholder Management,0,2025-07-13,2025-09-24,2025-08-02,Completed,20.0,0,Sales,UK
LRN0000246,EMP00109,C005,Stakeholder Management,0,2025-03-24,2025-06-10,,Incomplete,,1,Sales,UK
LRN0000247,EMP00109,C004,Leadership Essentials,0,2025-02-14,2025-05-04,,Incomplete,,1,Sales,UK
LRN0000248,EMP00109,C006,Advanced Analytics,0,2025-03-23,2025-06-16,,Incomplete,,1,Sales,UK
LRN0000249,EMP00109,C001,Code of Conduct,1,2025-12-01,2026-01-12,,Incomplete,,1,Sales,UK
LRN0000250,EMP00110,C002,Health and Safety,1,2025-08-19,2025-10-06,2025-09-11,Completed,23.0,0,Supply Chain,Germany
LRN0000251,EMP00110,C006,Advanced Analytics,0,2025-12-12,2026-03-03,,Incomplete,,1,Supply Chain,Germany
LRN0000252,EMP00111,C006,Advanced Analytics,0,2025-09-22,2025-12-07,,Incomplete,,1,Commercial,Germany
LRN0000253,EMP00112,C006,Advanced Analytics,0,2025-05-05,2025-07-17,2025-05-11,Completed,6.0,0,Commercial,UK
LRN0000254,EMP00113,C001,Code of Conduct,1,2025-07-25,2025-09-01,2025-08-10,Completed,16.0,0,Sales,UK
LRN0000255,EMP00113,C006,Advanced Analytics,0,2026-03-21,2026-06-23,2026-03-30,Completed,9.0,0,Sales,UK
LRN0000256,EMP00114,C003,Data Protection,1,2025-03-25,2025-05-10,2025-05-01,Completed,37.0,0,Operations,France
LRN0000257,EMP00114,C006,Advanced Analytics,0,2025-06-22,2025-09-11,,Incomplete,,1,Operations,France
LRN0000258,EMP00115,C002,Health and Safety,1,2025-11-07,2025-12-24,2025-11-15,Completed,8.0,0,Sales,France
LRN0000259,EMP00115,C004,Leadership Essentials,0,2025-06-29,2025-09-19,2025-07-18,Completed,19.0,0,Sales,France
LRN0000260,EMP00116,C001,Code of Conduct,1,2026-01-05,2026-01-31,,Incomplete,,1,Operations,France
LRN0000261,EMP00116,C006,Advanced Analytics,0,2025-09-10,2025-11-26,2025-09-20,Completed,10.0,0,Operations,France
LRN0000262,EMP00117,C002,Health and Safety,1,2025-10-21,2025-11-17,2025-11-08,Completed,18.0,0,Sales,Germany
LRN0000263,EMP00117,C006,Advanced Analytics,0,2025-04-29,2025-07-19,,Incomplete,,1,Sales,Germany
LRN0000264,EMP00118,C002,Health and Safety,1,2025-10-17,2025-11-13,2025-11-13,Completed,27.0,0,Operations,UK
LRN0000265,EMP00118,C005,Stakeholder Management,0,2025-08-02,2025-10-11,,Incomplete,,1,Operations,UK
LRN0000266,EMP00118,C006,Advanced Analytics,0,2025-07-06,2025-09-22,,Incomplete,,1,Operations,UK
LRN0000267,EMP00119,C003,Data Protection,1,2025-08-10,2025-09-10,2025-09-03,Completed,24.0,0,Sales,UK
LRN0000268,EMP00119,C006,Advanced Analytics,0,2025-12-14,2026-03-11,2025-12-26,Completed,12.0,0,Sales,UK
LRN0000269,EMP00120,C004,Leadership Essentials,0,2025-03-21,2025-06-12,2025-04-09,Completed,19.0,0,Customer Support,UK
LRN0000270,EMP00120,C006,Advanced Analytics,0,2026-03-31,2026-06-13,2026-03-31,Completed,0.0,0,Customer Support,UK
LRN0000271,EMP00121,C003,Data Protection,1,2025-04-10,2025-05-16,,Incomplete,,1,Operations,UK
LRN0000272,EMP00121,C006,Advanced Analytics,0,2025-03-16,2025-06-05,,Incomplete,,1,Operations,UK
LRN0000273,EMP00122,C002,Health and Safety,1,2025-03-17,2025-04-29,2025-04-04,Completed,18.0,0,Sales,UK
LRN0000274,EMP00122,C004,Leadership Essentials,0,2025-03-02,2025-05-23,2025-03-24,Completed,22.0,0,Sales,UK
LRN0000275,EMP00123,C004,Leadership Essentials,0,2025-05-11,2025-08-14,,Incomplete,,1,Sales,Germany
LRN0000276,EMP00124,C003,Data Protection,1,2025-07-21,2025-08-19,,Incomplete,,1,Operations,UK
LRN0000277,EMP00124,C004,Leadership Essentials,0,2025-12-05,2026-02-28,,Incomplete,,1,Operations,UK
LRN0000278,EMP00125,C002,Health and Safety,1,2025-08-18,2025-10-05,2025-09-25,Completed,38.0,0,Supply Chain,Netherlands
LRN0000279,EMP00125,C005,Stakeholder Management,0,2026-02-22,2026-05-24,2026-03-07,Completed,13.0,0,Supply Chain,Netherlands
LRN0000280,EMP00125,C004,Leadership Essentials,0,2026-01-31,2026-05-04,,Incomplete,,0,Supply Chain,Netherlands
LRN0000281,EMP00126,C006,Advanced Analytics,0,2025-11-10,2026-02-03,2025-12-01,Completed,21.0,0,Technology,UK
LRN0000282,EMP00126,C005,Stakeholder Management,0,2025-11-21,2026-02-14,2025-12-05,Completed,14.0,0,Technology,UK
LRN0000283,EMP00126,C004,Leadership Essentials,0,2025-01-25,2025-04-17,2025-02-09,Completed,15.0,0,Technology,UK
LRN0000284,EMP00127,C002,Health and Safety,1,2026-01-10,2026-02-17,2026-01-26,Completed,16.0,0,Supply Chain,Netherlands
LRN0000285,EMP00127,C004,Leadership Essentials,0,2025-09-27,2025-12-20,2025-11-17,Completed,51.0,0,Supply Chain,Netherlands
LRN0000286,EMP00128,C003,Data Protection,1,2025-02-06,2025-03-09,2025-02-24,Completed,18.0,0,Sales,UK
LRN0000287,EMP00128,C006,Advanced Analytics,0,2025-12-13,2026-03-09,2026-01-14,Completed,32.0,0,Sales,UK
LRN0000288,EMP00129,C002,Health and Safety,1,2025-07-23,2025-08-20,2025-08-23,Completed,31.0,0,Operations,France
LRN0000289,EMP00130,C002,Health and Safety,1,2025-01-09,2025-02-04,2025-01-19,Completed,10.0,0,Sales,UK
LRN0000290,EMP00131,C003,Data Protection,1,2025-06-03,2025-07-15,2025-07-07,Completed,34.0,0,Operations,UK
LRN0000291,EMP00131,C004,Leadership Essentials,0,2026-03-09,2026-05-31,2026-03-31,Completed,22.0,0,Operations,UK
LRN0000292,EMP00132,C002,Health and Safety,1,2025-08-10,2025-09-12,2025-08-20,Completed,10.0,0,Customer Support,UK
LRN0000293,EMP00132,C005,Stakeholder Management,0,2025-09-06,2025-11-16,,Incomplete,,1,Customer Support,UK
LRN0000294,EMP00133,C002,Health and Safety,1,2025-04-18,2025-05-16,2025-05-03,Completed,15.0,0,Operations,UK
LRN0000295,EMP00133,C005,Stakeholder Management,0,2025-12-19,2026-03-19,,Incomplete,,1,Operations,UK
LRN0000296,EMP00133,C004,Leadership Essentials,0,2025-11-20,2026-02-18,2026-01-18,Completed,59.0,0,Operations,UK
LRN0000297,EMP00133,C006,Advanced Analytics,0,2025-08-29,2025-11-27,2025-09-21,Completed,23.0,0,Operations,UK
LRN0000298,EMP00134,C001,Code of Conduct,1,2025-12-24,2026-01-28,2026-01-10,Completed,17.0,0,Customer Support,UK
LRN0000299,EMP00134,C005,Stakeholder Management,0,2026-02-17,2026-05-09,,Incomplete,,0,Customer Support,UK
LRN0000300,EMP00134,C004,Leadership Essentials,0,2025-08-11,2025-11-09,2025-09-06,Completed,26.0,0,Customer Support,UK
LRN0000301,EMP00134,C006,Advanced Analytics,0,2026-03-23,2026-06-02,2026-03-31,Completed,8.0,0,Customer Support,UK
LRN0000302,EMP00135,C001,Code of Conduct,1,2026-03-09,2026-04-22,2026-03-18,Completed,9.0,0,Supply Chain,UK
LRN0000303,EMP00135,C005,Stakeholder Management,0,2025-04-19,2025-06-28,,Incomplete,,1,Supply Chain,UK
LRN0000304,EMP00135,C004,Leadership Essentials,0,2026-03-07,2026-05-28,,Incomplete,,0,Supply Chain,UK
LRN0000305,EMP00136,C003,Data Protection,1,2026-01-09,2026-02-05,,Incomplete,,1,Customer Support,UK
LRN0000306,EMP00136,C006,Advanced Analytics,0,2025-04-12,2025-07-06,,Incomplete,,1,Customer Support,UK
LRN0000307,EMP00137,C002,Health and Safety,1,2025-01-17,2025-02-12,2025-02-27,Completed,41.0,0,Supply Chain,France
LRN0000308,EMP00137,C005,Stakeholder Management,0,2025-08-30,2025-11-14,,Incomplete,,1,Supply Chain,France
LRN0000309,EMP00137,C004,Leadership Essentials,0,2025-07-16,2025-10-11,,Incomplete,,1,Supply Chain,France
LRN0000310,EMP00138,C002,Health and Safety,1,2025-05-09,2025-06-04,,Incomplete,,1,Supply Chain,UK
LRN0000311,EMP00138,C004,Leadership Essentials,0,2025-04-09,2025-06-22,,Incomplete,,1,Supply Chain,UK
LRN0000312,EMP00139,C002,Health and Safety,1,2025-11-25,2025-12-21,2026-01-06,Completed,42.0,0,Operations,UK
LRN0000313,EMP00139,C006,Advanced Analytics,0,2025-12-25,2026-03-14,2026-01-31,Completed,37.0,0,Operations,UK
LRN0000314,EMP00139,C005,Stakeholder Management,0,2025-10-28,2026-01-18,2025-12-15,Completed,48.0,0,Operations,UK
LRN0000315,EMP00139,C004,Leadership Essentials,0,2025-09-18,2025-12-16,2025-10-21,Completed,33.0,0,Operations,UK
LRN0000316,EMP00140,C001,Code of Conduct,1,2025-03-29,2025-05-18,2025-04-11,Completed,13.0,0,Operations,Netherlands
LRN0000317,EMP00141,C002,Health and Safety,1,2025-09-23,2025-10-20,,Incomplete,,1,Operations,UK
LRN0000318,EMP00141,C005,Stakeholder Management,0,2025-01-26,2025-04-06,,Incomplete,,1,Operations,UK
LRN0000319,EMP00142,C002,Health and Safety,1,2026-02-26,2026-03-25,,Incomplete,,1,Operations,Netherlands
LRN0000320,EMP00142,C005,Stakeholder Management,0,2025-09-07,2025-12-06,2025-10-07,Completed,30.0,0,Operations,Netherlands
LRN0000321,EMP00142,C004,Leadership Essentials,0,2025-05-05,2025-08-07,2025-05-29,Completed,24.0,0,Operations,Netherlands
LRN0000322,EMP00142,C006,Advanced Analytics,0,2025-04-13,2025-07-14,,Incomplete,,1,Operations,Netherlands
LRN0000323,EMP00143,C001,Code of Conduct,1,2025-04-26,2025-06-09,2025-06-16,Completed,51.0,0,Operations,Germany
LRN0000324,EMP00143,C005,Stakeholder Management,0,2025-07-30,2025-10-16,,Incomplete,,1,Operations,Germany
LRN0000325,EMP00143,C004,Leadership Essentials,0,2026-02-21,2026-05-03,2026-03-31,Completed,38.0,0,Operations,Germany
LRN0000326,EMP00144,C001,Code of Conduct,1,2025-07-16,2025-08-31,,Incomplete,,1,Operations,Germany
LRN0000327,EMP00144,C006,Advanced Analytics,0,2026-03-24,2026-06-16,,Incomplete,,0,Operations,Germany
LRN0000328,EMP00145,C001,Code of Conduct,1,2025-01-03,2025-02-13,,Incomplete,,1,Operations,Germany
LRN0000329,EMP00146,C003,Data Protection,1,2026-01-25,2026-03-09,2026-02-26,Completed,32.0,0,Operations,UK
LRN0000330,EMP00146,C004,Leadership Essentials,0,2025-04-30,2025-07-26,2025-05-18,Completed,18.0,0,Operations,UK
LRN0000331,EMP00146,C005,Stakeholder Management,0,2025-10-02,2025-12-23,2025-10-16,Completed,14.0,0,Operations,UK
LRN0000332,EMP00147,C003,Data Protection,1,2025-02-11,2025-03-20,,Incomplete,,1,Operations,Germany
LRN0000333,EMP00147,C006,Advanced Analytics,0,2025-11-06,2026-01-18,,Incomplete,,1,Operations,Germany
LRN0000334,EMP00147,C004,Leadership Essentials,0,2025-08-07,2025-11-03,,Incomplete,,1,Operations,Germany
LRN0000335,EMP00148,C003,Data Protection,1,2025-01-27,2025-02-28,2025-03-01,Completed,33.0,0,Supply Chain,Germany
LRN0000336,EMP00148,C006,Advanced Analytics,0,2025-05-04,2025-07-28,,Incomplete,,1,Supply Chain,Germany
LRN0000337,EMP00149,C003,Data Protection,1,2025-08-19,2025-10-07,2025-09-08,Completed,20.0,0,Operations,UK
LRN0000338,EMP00149,C005,Stakeholder Management,0,2025-09-13,2025-12-09,,Incomplete,,1,Operations,UK
LRN0000339,EMP00150,C003,Data Protection,1,2025-07-05,2025-07-30,2025-07-15,Completed,10.0,0,Operations,UK
LRN0000340,EMP00150,C005,Stakeholder Management,0,2025-04-12,2025-07-12,,Incomplete,,1,Operations,UK
LRN0000341,EMP00151,C002,Health and Safety,1,2025-08-07,2025-09-20,2025-08-13,Completed,6.0,0,Sales,Germany
LRN0000342,EMP00151,C004,Leadership Essentials,0,2025-09-11,2025-11-25,2025-09-27,Completed,16.0,0,Sales,Germany
LRN0000343,EMP00152,C002,Health and Safety,1,2026-02-13,2026-03-20,2026-02-17,Completed,4.0,0,Commercial,UK
LRN0000344,EMP00152,C006,Advanced Analytics,0,2025-01-23,2025-04-06,,Incomplete,,1,Commercial,UK
LRN0000345,EMP00152,C004,Leadership Essentials,0,2025-06-16,2025-09-14,2025-06-29,Completed,13.0,0,Commercial,UK
LRN0000346,EMP00153,C001,Code of Conduct,1,2025-08-07,2025-09-02,2025-09-08,Completed,32.0,0,Operations,UK
LRN0000347,EMP00154,C002,Health and Safety,1,2025-05-01,2025-06-06,2025-05-05,Completed,4.0,0,Finance,UK
LRN0000348,EMP00154,C005,Stakeholder Management,0,2025-05-11,2025-08-13,,Incomplete,,1,Finance,UK
LRN0000349,EMP00154,C004,Leadership Essentials,0,2025-05-02,2025-08-04,,Incomplete,,1,Finance,UK
LRN0000350,EMP00154,C006,Advanced Analytics,0,2025-04-14,2025-07-15,2025-04-30,Completed,16.0,0,Finance,UK
LRN0000351,EMP00155,C001,Code of Conduct,1,2025-06-22,2025-07-27,2025-07-28,Completed,36.0,0,Operations,UK
LRN0000352,EMP00155,C006,Advanced Analytics,0,2025-04-30,2025-07-21,,Incomplete,,1,Operations,UK
LRN0000353,EMP00155,C004,Leadership Essentials,0,2026-02-14,2026-05-09,2026-03-15,Completed,29.0,0,Operations,UK
LRN0000354,EMP00156,C002,Health and Safety,1,2025-04-09,2025-05-29,2025-05-17,Completed,38.0,0,Supply Chain,UK
LRN0000355,EMP00156,C004,Leadership Essentials,0,2025-08-04,2025-10-27,2025-09-06,Completed,33.0,0,Supply Chain,UK
LRN0000356,EMP00157,C006,Advanced Analytics,0,2025-06-18,2025-09-05,2025-07-03,Completed,15.0,0,Finance,UK
LRN0000357,EMP00157,C005,Stakeholder Management,0,2025-12-16,2026-03-07,2025-12-22,Completed,6.0,0,Finance,UK
LRN0000358,EMP00157,C004,Leadership Essentials,0,2025-09-18,2025-11-27,2025-09-29,Completed,11.0,0,Finance,UK
LRN0000359,EMP00157,C001,Code of Conduct,1,2025-02-01,2025-03-14,2025-02-04,Completed,3.0,0,Finance,UK
LRN0000360,EMP00158,C002,Health and Safety,1,2025-03-17,2025-05-05,2025-03-29,Completed,12.0,0,Operations,UK
LRN0000361,EMP00159,C002,Health and Safety,1,2025-11-03,2025-12-06,,Incomplete,,1,Operations,Germany
LRN0000362,EMP00159,C006,Advanced Analytics,0,2025-02-01,2025-04-27,,Incomplete,,1,Operations,Germany
LRN0000363,EMP00160,C001,Code of Conduct,1,2025-04-13,2025-06-02,,Incomplete,,1,Operations,UK
LRN0000364,EMP00160,C006,Advanced Analytics,0,2026-01-08,2026-04-06,,Incomplete,,0,Operations,UK
LRN0000365,EMP00161,C001,Code of Conduct,1,2025-09-19,2025-11-02,,Incomplete,,1,Operations,UK
LRN0000366,EMP00162,C006,Advanced Analytics,0,2025-09-22,2025-12-15,2025-10-29,Completed,37.0,0,Operations,UK
LRN0000367,EMP00162,C005,Stakeholder Management,0,2025-12-30,2026-03-12,,Incomplete,,1,Operations,UK
LRN0000368,EMP00163,C002,Health and Safety,1,2025-04-18,2025-06-03,,Incomplete,,1,Supply Chain,Germany
LRN0000369,EMP00163,C005,Stakeholder Management,0,2025-09-12,2025-12-12,2025-10-16,Completed,34.0,0,Supply Chain,Germany
LRN0000370,EMP00163,C004,Leadership Essentials,0,2025-06-25,2025-09-08,,Incomplete,,1,Supply Chain,Germany
LRN0000371,EMP00164,C002,Health and Safety,1,2025-12-11,2026-01-15,,Incomplete,,1,Operations,Germany
LRN0000372,EMP00165,C003,Data Protection,1,2025-01-29,2025-03-18,2025-01-31,Completed,2.0,0,People,UK
LRN0000373,EMP00165,C004,Leadership Essentials,0,2025-05-03,2025-07-26,,Incomplete,,1,People,UK
LRN0000374,EMP00165,C005,Stakeholder Management,0,2025-05-19,2025-08-12,2025-05-26,Completed,7.0,0,People,UK
LRN0000375,EMP00166,C003,Data Protection,1,2025-12-23,2026-01-30,2026-01-02,Completed,10.0,0,Finance,UK
LRN0000376,EMP00166,C004,Leadership Essentials,0,2025-10-13,2025-12-23,2025-10-15,Completed,2.0,0,Finance,UK
LRN0000377,EMP00166,C005,Stakeholder Management,0,2026-02-06,2026-04-26,2026-02-09,Completed,3.0,0,Finance,UK
LRN0000378,EMP00167,C006,Advanced Analytics,0,2025-07-18,2025-10-03,2025-08-28,Completed,41.0,0,Supply Chain,France
LRN0000379,EMP00167,C004,Leadership Essentials,0,2025-09-02,2025-11-15,,Incomplete,,1,Supply Chain,France
LRN0000380,EMP00168,C001,Code of Conduct,1,2025-06-04,2025-07-06,,Incomplete,,1,Supply Chain,Germany
LRN0000381,EMP00168,C004,Leadership Essentials,0,2025-02-18,2025-05-23,,Incomplete,,1,Supply Chain,Germany
LRN0000382,EMP00169,C003,Data Protection,1,2025-10-07,2025-11-06,2025-10-31,Completed,24.0,0,Operations,Germany
LRN0000383,EMP00170,C003,Data Protection,1,2026-03-30,2026-05-03,2026-03-31,Completed,1.0,0,Supply Chain,UK
LRN0000384,EMP00170,C004,Leadership Essentials,0,2025-03-28,2025-06-18,2025-05-06,Completed,39.0,0,Supply Chain,UK
LRN0000385,EMP00170,C006,Advanced Analytics,0,2025-11-21,2026-01-30,2025-12-08,Completed,17.0,0,Supply Chain,UK
LRN0000386,EMP00170,C005,Stakeholder Management,0,2025-11-26,2026-02-13,2026-01-13,Completed,48.0,0,Supply Chain,UK
LRN0000387,EMP00171,C004,Leadership Essentials,0,2025-07-21,2025-10-20,2025-08-06,Completed,16.0,0,People,UK
LRN0000388,EMP00172,C004,Leadership Essentials,0,2026-02-04,2026-05-04,2026-02-12,Completed,8.0,0,Finance,UK
LRN0000389,EMP00172,C005,Stakeholder Management,0,2025-03-05,2025-06-05,2025-03-20,Completed,15.0,0,Finance,UK
LRN0000390,EMP00172,C006,Advanced Analytics,0,2025-07-07,2025-09-18,2025-07-17,Completed,10.0,0,Finance,UK
LRN0000391,EMP00173,C004,Leadership Essentials,0,2025-08-25,2025-11-27,2025-09-14,Completed,20.0,0,Commercial,Germany
LRN0000392,EMP00174,C003,Data Protection,1,2025-12-26,2026-01-29,2026-01-05,Completed,10.0,0,Commercial,Germany
LRN0000393,EMP00174,C006,Advanced Analytics,0,2026-02-13,2026-05-19,2026-02-23,Completed,10.0,0,Commercial,Germany
LRN0000394,EMP00174,C004,Leadership Essentials,0,2025-11-19,2026-02-09,2025-11-27,Completed,8.0,0,Commercial,Germany
LRN0000395,EMP00174,C005,Stakeholder Management,0,2025-08-08,2025-10-20,2025-09-12,Completed,35.0,0,Commercial,Germany
LRN0000396,EMP00175,C001,Code of Conduct,1,2025-01-13,2025-02-10,,Incomplete,,1,Operations,Germany
LRN0000397,EMP00176,C002,Health and Safety,1,2025-05-09,2025-06-24,2025-05-16,Completed,7.0,0,Commercial,UK
LRN0000398,EMP00176,C005,Stakeholder Management,0,2025-10-23,2026-01-24,2025-11-06,Completed,14.0,0,Commercial,UK
LRN0000399,EMP00176,C004,Leadership Essentials,0,2026-03-01,2026-05-17,2026-03-09,Completed,8.0,0,Commercial,UK
LRN0000400,EMP00177,C006,Advanced Analytics,0,2025-06-14,2025-09-03,2025-07-18,Completed,34.0,0,Sales,UK
LRN0000401,EMP00177,C005,Stakeholder Management,0,2025-03-24,2025-06-08,,Incomplete,,1,Sales,UK
LRN0000402,EMP00178,C001,Code of Conduct,1,2025-02-04,2025-03-19,2025-03-02,Completed,26.0,0,Supply Chain,UK
LRN0000403,EMP00178,C004,Leadership Essentials,0,2025-10-29,2026-01-18,2025-11-28,Completed,30.0,0,Supply Chain,UK
LRN0000404,EMP00178,C006,Advanced Analytics,0,2025-06-28,2025-09-30,2025-07-15,Completed,17.0,0,Supply Chain,UK
LRN0000405,EMP00179,C002,Health and Safety,1,2025-04-23,2025-05-29,2025-05-02,Completed,9.0,0,Supply Chain,UK
LRN0000406,EMP00180,C001,Code of Conduct,1,2026-02-02,2026-03-21,2026-02-11,Completed,9.0,0,Commercial,Netherlands
LRN0000407,EMP00180,C006,Advanced Analytics,0,2025-10-20,2025-12-29,2025-11-15,Completed,26.0,0,Commercial,Netherlands
LRN0000408,EMP00180,C005,Stakeholder Management,0,2025-10-06,2025-12-22,2025-11-03,Completed,28.0,0,Commercial,Netherlands
LRN0000409,EMP00181,C003,Data Protection,1,2026-01-10,2026-02-11,,Incomplete,,1,Supply Chain,UK
LRN0000410,EMP00181,C004,Leadership Essentials,0,2025-01-10,2025-04-06,2025-03-01,Completed,50.0,0,Supply Chain,UK
LRN0000411,EMP00182,C001,Code of Conduct,1,2026-03-29,2026-05-13,2026-03-31,Completed,2.0,0,Technology,Netherlands
LRN0000412,EMP00182,C006,Advanced Analytics,0,2025-01-25,2025-04-10,2025-02-09,Completed,15.0,0,Technology,Netherlands
LRN0000413,EMP00183,C004,Leadership Essentials,0,2026-03-03,2026-05-18,2026-03-07,Completed,4.0,0,Technology,UK
LRN0000414,EMP00183,C006,Advanced Analytics,0,2025-07-18,2025-10-05,2025-07-25,Completed,7.0,0,Technology,UK
LRN0000415,EMP00183,C005,Stakeholder Management,0,2025-12-01,2026-02-23,2025-12-23,Completed,22.0,0,Technology,UK
LRN0000416,EMP00184,C002,Health and Safety,1,2025-02-14,2025-04-04,2025-03-11,Completed,25.0,0,Supply Chain,France
