survey_id,employee_id,survey_date,country,department,engagement_score,wellbeing_score,manager_support_score,career_growth_score,inclusion_score,intent_to_leave_flag
SRV0000277,EMP00093,2025-03-31,UK,Operations,50.5,53.7,67.3,55.6,62.2,0
SRV0000278,EMP00093,2025-09-30,UK,Operations,46.0,53.6,59.9,51.9,66.7,0
SRV0000279,EMP00093,2026-03-31,UK,Operations,56.6,45.0,53.4,49.2,67.3,0
SRV0000280,EMP00094,2025-03-31,UK,Sales,81.8,69.4,74.3,68.5,63.7,0
SRV0000281,EMP00094,2025-09-30,UK,Sales,86.3,62.1,75.3,71.8,65.6,0
SRV0000282,EMP00094,2026-03-31,UK,Sales,81.5,64.2,69.9,67.8,68.7,0
SRV0000283,EMP00095,2025-03-31,Netherlands,Operations,36.8,38.7,54.9,48.2,62.1,1
SRV0000284,EMP00095,2025-09-30,Netherlands,Operations,35.6,45.5,49.4,45.9,61.0,1
SRV0000285,EMP00095,2026-03-31,Netherlands,Operations,33.3,27.7,46.9,36.5,56.0,0
SRV0000286,EMP00096,2025-03-31,UK,Technology,89.9,73.0,67.0,82.6,69.5,0
SRV0000287,EMP00096,2025-09-30,UK,Technology,90.4,74.6,75.8,71.5,64.8,0
SRV0000288,EMP00096,2026-03-31,UK,Technology,78.4,69.3,71.9,86.1,72.4,0
SRV0000289,EMP00097,2025-03-31,Germany,Operations,33.7,39.2,49.7,30.6,48.8,0
SRV0000290,EMP00097,2025-09-30,Germany,Operations,37.6,35.5,42.9,35.6,61.8,1
SRV0000291,EMP00097,2026-03-31,Germany,Operations,30.4,36.2,45.6,37.0,61.0,1
SRV0000292,EMP00098,2025-03-31,UK,Sales,72.7,59.1,68.4,61.2,70.7,0
SRV0000293,EMP00098,2025-09-30,UK,Sales,73.0,72.5,69.4,70.1,65.1,0
SRV0000294,EMP00098,2026-03-31,UK,Sales,77.5,69.1,61.6,71.7,61.8,0
SRV0000295,EMP00099,2025-03-31,Ireland,Supply Chain,55.7,45.4,60.3,49.3,61.0,0
SRV0000296,EMP00099,2025-09-30,Ireland,Supply Chain,60.4,57.4,56.1,52.3,55.9,0
SRV0000297,EMP00099,2026-03-31,Ireland,Supply Chain,53.8,46.2,51.8,56.8,63.4,1
SRV0000298,EMP00100,2025-03-31,UK,Supply Chain,64.5,51.1,57.9,61.5,57.9,0
SRV0000299,EMP00100,2025-09-30,UK,Supply Chain,59.4,49.6,60.7,59.2,60.6,0
SRV0000300,EMP00100,2026-03-31,UK,Supply Chain,62.5,56.0,58.4,55.4,61.5,0
SRV0000301,EMP00101,2025-03-31,UK,Supply Chain,71.7,49.4,60.5,61.0,66.5,0
SRV0000302,EMP00101,2025-09-30,UK,Supply Chain,62.4,59.9,55.5,57.4,58.8,0
SRV0000303,EMP00101,2026-03-31,UK,Supply Chain,57.6,54.7,55.3,59.5,62.3,0
SRV0000304,EMP00102,2025-03-31,UK,Operations,41.8,54.0,56.9,37.2,62.5,0
SRV0000305,EMP00102,2025-09-30,UK,Operations,43.1,50.0,57.5,49.8,55.2,1
SRV0000306,EMP00102,2026-03-31,UK,Operations,40.2,37.2,58.0,36.9,67.4,0
SRV0000307,EMP00103,2025-03-31,Ireland,Supply Chain,58.1,54.0,57.3,46.9,60.3,0
SRV0000308,EMP00103,2025-09-30,Ireland,Supply Chain,49.6,52.5,56.4,54.8,65.3,0
SRV0000309,EMP00103,2026-03-31,Ireland,Supply Chain,55.6,36.9,54.8,55.4,55.3,0
SRV0000310,EMP00104,2025-03-31,UK,Commercial,79.9,65.8,68.6,74.1,62.8,0
SRV0000311,EMP00104,2025-09-30,UK,Commercial,72.6,66.1,72.6,73.9,69.0,0
SRV0000312,EMP00104,2026-03-31,UK,Commercial,71.2,63.9,76.4,72.5,69.8,1
SRV0000313,EMP00105,2025-03-31,France,Operations,60.5,48.3,60.1,51.0,56.2,0
SRV0000314,EMP00105,2025-09-30,France,Operations,60.1,47.0,57.8,48.0,54.3,0
SRV0000315,EMP00105,2026-03-31,France,Operations,60.7,47.2,50.6,46.4,59.2,0
SRV0000316,EMP00106,2025-03-31,UK,Operations,48.4,48.5,46.1,51.3,51.2,1
SRV0000317,EMP00106,2025-09-30,UK,Operations,50.0,48.6,47.0,54.1,53.8,0
SRV0000318,EMP00106,2026-03-31,UK,Operations,46.9,33.9,45.5,50.2,53.7,1
SRV0000319,EMP00107,2025-03-31,UK,Supply Chain,53.0,44.9,61.3,46.9,60.3,1
SRV0000320,EMP00107,2025-09-30,UK,Supply Chain,51.7,55.7,58.6,45.6,60.5,0
SRV0000321,EMP00107,2026-03-31,UK,Supply Chain,56.2,40.4,58.2,46.6,68.1,0
SRV0000322,EMP00108,2025-03-31,UK,Sales,67.7,57.8,66.1,61.7,72.6,0
SRV0000323,EMP00108,2025-09-30,UK,Sales,78.3,63.0,66.4,69.5,67.8,0
SRV0000324,EMP00108,2026-03-31,UK,Sales,67.3,60.2,71.2,58.8,67.9,1
SRV0000325,EMP00109,2025-03-31,UK,Sales,52.1,62.7,69.7,61.8,64.8,0
SRV0000326,EMP00109,2025-09-30,UK,Sales,61.6,53.2,69.3,60.9,67.8,0
SRV0000327,EMP00109,2026-03-31,UK,Sales,52.6,54.5,71.5,55.3,60.3,0
SRV0000328,EMP00110,2025-03-31,Germany,Supply Chain,53.8,48.8,49.9,41.9,50.5,0
SRV0000329,EMP00110,2025-09-30,Germany,Supply Chain,46.4,42.3,48.8,40.2,57.6,1
SRV0000330,EMP00110,2026-03-31,Germany,Supply Chain,42.6,31.6,44.2,40.9,62.3,1
SRV0000331,EMP00111,2025-03-31,Germany,Commercial,52.4,35.3,57.7,48.2,61.6,1
SRV0000332,EMP00111,2025-09-30,Germany,Commercial,52.5,47.6,58.9,51.1,51.0,1
SRV0000333,EMP00111,2026-03-31,Germany,Commercial,45.7,45.3,60.3,58.6,54.7,1
SRV0000334,EMP00112,2025-03-31,UK,Commercial,80.4,71.8,68.7,69.5,68.5,0
SRV0000335,EMP00112,2025-09-30,UK,Commercial,80.1,70.0,67.8,78.1,67.5,0
SRV0000336,EMP00112,2026-03-31,UK,Commercial,76.4,58.2,66.3,72.5,61.6,0
SRV0000337,EMP00113,2025-03-31,UK,Sales,75.4,64.6,59.0,64.4,66.9,0
SRV0000338,EMP00113,2025-09-30,UK,Sales,83.9,60.0,69.8,65.9,67.2,1
SRV0000339,EMP00113,2026-03-31,UK,Sales,75.0,71.8,69.9,64.0,68.0,0
SRV0000340,EMP00114,2025-03-31,France,Operations,56.9,44.8,56.4,49.0,57.3,0
SRV0000341,EMP00114,2025-09-30,France,Operations,56.6,41.4,60.4,43.7,56.2,0
SRV0000342,EMP00114,2026-03-31,France,Operations,43.0,41.6,51.5,51.9,51.3,1
SRV0000343,EMP00115,2025-03-31,France,Sales,73.5,60.7,66.2,61.8,67.1,0
SRV0000344,EMP00115,2025-09-30,France,Sales,66.2,53.9,65.6,66.8,67.0,0
SRV0000345,EMP00115,2026-03-31,France,Sales,71.9,53.1,56.7,65.7,57.3,0
SRV0000346,EMP00116,2025-03-31,France,Operations,49.1,45.7,60.1,49.5,56.6,1
SRV0000347,EMP00116,2025-09-30,France,Operations,47.5,43.0,54.6,48.5,53.6,1
SRV0000348,EMP00116,2026-03-31,France,Operations,43.8,37.9,53.8,53.5,61.1,1
SRV0000349,EMP00117,2025-03-31,Germany,Sales,64.9,53.5,53.1,57.9,59.6,0
SRV0000350,EMP00117,2025-09-30,Germany,Sales,51.8,54.3,54.2,50.7,63.0,1
SRV0000351,EMP00117,2026-03-31,Germany,Sales,64.6,48.4,55.2,55.4,61.1,1
SRV0000352,EMP00118,2025-03-31,UK,Operations,57.5,47.1,56.2,44.1,54.1,0
SRV0000353,EMP00118,2025-09-30,UK,Operations,48.2,54.8,52.5,54.4,62.1,0
SRV0000354,EMP00118,2026-03-31,UK,Operations,51.1,35.4,61.3,41.5,60.7,0
SRV0000355,EMP00119,2025-03-31,UK,Sales,80.9,60.0,70.8,65.9,63.4,0
SRV0000356,EMP00119,2025-09-30,UK,Sales,75.3,59.4,65.2,66.2,62.8,0
SRV0000357,EMP00119,2026-03-31,UK,Sales,70.3,62.2,64.2,73.9,70.8,0
SRV0000358,EMP00120,2025-03-31,UK,Customer Support,64.3,67.1,70.8,63.9,63.8,0
SRV0000359,EMP00120,2025-09-30,UK,Customer Support,74.2,70.2,58.8,67.9,67.1,0
SRV0000360,EMP00120,2026-03-31,UK,Customer Support,69.9,68.6,70.6,57.8,63.3,0
SRV0000361,EMP00121,2025-03-31,UK,Operations,50.4,53.2,54.7,42.0,61.3,1
SRV0000362,EMP00121,2025-09-30,UK,Operations,54.0,48.7,64.2,40.3,60.3,0
SRV0000363,EMP00121,2026-03-31,UK,Operations,39.7,36.8,52.5,40.9,60.5,1
SRV0000364,EMP00122,2025-03-31,UK,Sales,68.3,74.7,71.9,72.7,65.9,0
SRV0000365,EMP00122,2025-09-30,UK,Sales,74.3,74.8,69.5,69.4,71.8,0
SRV0000366,EMP00122,2026-03-31,UK,Sales,80.8,73.6,62.6,65.8,62.6,1
SRV0000367,EMP00123,2025-03-31,Germany,Sales,53.6,49.1,50.7,48.8,61.6,0
SRV0000368,EMP00123,2025-09-30,Germany,Sales,42.1,44.1,52.1,47.0,67.0,0
SRV0000369,EMP00123,2026-03-31,Germany,Sales,39.1,53.0,61.6,55.4,60.4,1
SRV0000370,EMP00124,2025-03-31,UK,Operations,40.7,47.7,66.0,50.1,64.4,1
SRV0000371,EMP00124,2025-09-30,UK,Operations,41.8,51.0,58.5,38.8,66.7,1
SRV0000372,EMP00124,2026-03-31,UK,Operations,49.1,39.7,54.4,43.5,57.8,0
SRV0000373,EMP00125,2025-03-31,Netherlands,Supply Chain,74.3,65.0,66.9,61.1,64.8,0
SRV0000374,EMP00125,2025-09-30,Netherlands,Supply Chain,60.0,59.2,68.2,52.3,71.0,0
SRV0000375,EMP00125,2026-03-31,Netherlands,Supply Chain,58.4,58.5,57.0,59.5,72.7,0
SRV0000376,EMP00126,2025-03-31,UK,Technology,86.4,73.2,73.6,81.4,73.5,0
SRV0000377,EMP00126,2025-09-30,UK,Technology,93.1,73.5,71.2,86.8,66.3,0
SRV0000378,EMP00126,2026-03-31,UK,Technology,84.3,78.4,68.3,85.0,74.3,0
SRV0000379,EMP00127,2025-03-31,Netherlands,Supply Chain,67.9,62.6,68.0,69.1,71.7,0
SRV0000380,EMP00127,2025-09-30,Netherlands,Supply Chain,64.6,65.8,65.7,65.0,61.8,0
SRV0000381,EMP00127,2026-03-31,Netherlands,Supply Chain,63.5,58.1,67.8,67.1,64.1,1
SRV0000382,EMP00128,2025-03-31,UK,Sales,70.3,64.5,62.6,64.5,61.0,0
SRV0000383,EMP00128,2025-09-30,UK,Sales,78.6,72.7,63.7,73.6,64.9,0
SRV0000384,EMP00128,2026-03-31,UK,Sales,84.5,72.7,74.2,72.3,67.6,0
SRV0000385,EMP00129,2025-03-31,France,Operations,50.3,44.5,52.7,46.1,61.7,1
SRV0000386,EMP00129,2025-09-30,France,Operations,60.3,54.6,58.4,47.3,55.8,0
SRV0000387,EMP00129,2026-03-31,France,Operations,54.7,48.4,46.1,60.4,55.1,1
SRV0000388,EMP00130,2025-03-31,UK,Sales,69.5,58.2,64.6,77.3,70.6,1
SRV0000389,EMP00130,2025-09-30,UK,Sales,79.8,61.9,73.3,65.4,64.8,0
SRV0000390,EMP00130,2026-03-31,UK,Sales,82.7,72.4,62.0,62.6,61.0,0
SRV0000391,EMP00131,2025-03-31,UK,Operations,67.0,46.1,66.5,62.6,57.9,0
SRV0000392,EMP00131,2025-09-30,UK,Operations,66.6,52.6,53.8,63.2,62.5,0
SRV0000393,EMP00131,2026-03-31,UK,Operations,57.3,47.7,53.7,50.3,65.5,1
SRV0000394,EMP00132,2025-03-31,UK,Customer Support,59.8,49.6,58.8,46.3,58.0,1
SRV0000395,EMP00132,2025-09-30,UK,Customer Support,53.2,56.6,62.2,53.9,59.6,0
SRV0000396,EMP00132,2026-03-31,UK,Customer Support,54.3,39.9,54.0,43.9,60.6,1
SRV0000397,EMP00133,2025-03-31,UK,Operations,56.8,55.3,53.4,49.2,64.6,0
SRV0000398,EMP00133,2025-09-30,UK,Operations,52.8,48.6,63.5,48.1,62.5,0
SRV0000399,EMP00133,2026-03-31,UK,Operations,60.9,48.2,50.9,61.1,59.7,0
SRV0000400,EMP00134,2025-03-31,UK,Customer Support,65.1,55.3,66.8,58.9,63.6,0
SRV0000401,EMP00134,2025-09-30,UK,Customer Support,67.8,54.6,62.9,53.6,58.5,0
SRV0000402,EMP00134,2026-03-31,UK,Customer Support,69.0,56.6,60.9,53.7,66.2,0
SRV0000403,EMP00135,2025-03-31,UK,Supply Chain,49.9,41.8,54.3,43.7,57.2,1
SRV0000404,EMP00135,2025-09-30,UK,Supply Chain,35.2,38.1,52.5,49.0,63.0,1
SRV0000405,EMP00135,2026-03-31,UK,Supply Chain,44.7,37.2,52.5,47.5,52.6,1
SRV0000406,EMP00136,2025-03-31,UK,Customer Support,56.0,45.5,64.2,54.2,69.1,1
SRV0000407,EMP00136,2025-09-30,UK,Customer Support,57.8,50.5,69.6,47.7,59.1,1
SRV0000408,EMP00136,2026-03-31,UK,Customer Support,54.1,50.9,69.6,40.6,67.1,0
SRV0000409,EMP00137,2025-03-31,France,Supply Chain,48.3,43.1,61.5,49.0,53.4,1
SRV0000410,EMP00137,2025-09-30,France,Supply Chain,43.0,36.6,53.5,42.8,65.6,0
SRV0000411,EMP00137,2026-03-31,France,Supply Chain,45.7,38.8,60.2,51.1,63.2,1
SRV0000412,EMP00138,2025-03-31,UK,Supply Chain,56.0,53.4,65.4,51.2,60.6,0
SRV0000413,EMP00138,2025-09-30,UK,Supply Chain,45.0,43.3,58.1,54.8,66.9,1
SRV0000414,EMP00138,2026-03-31,UK,Supply Chain,41.0,42.9,52.8,47.3,64.2,1
SRV0000415,EMP00139,2025-03-31,UK,Operations,66.3,55.4,62.6,55.1,64.5,0
SRV0000416,EMP00139,2025-09-30,UK,Operations,69.7,49.2,59.1,60.5,67.7,0
SRV0000417,EMP00139,2026-03-31,UK,Operations,60.0,59.8,50.4,56.6,56.0,0
SRV0000418,EMP00140,2025-03-31,Netherlands,Operations,67.9,54.5,63.5,58.6,63.8,1
SRV0000419,EMP00140,2025-09-30,Netherlands,Operations,71.5,53.2,63.8,61.7,61.4,0
SRV0000420,EMP00140,2026-03-31,Netherlands,Operations,66.3,48.3,58.2,56.1,69.3,0
SRV0000421,EMP00141,2025-03-31,UK,Operations,50.7,46.2,66.2,43.0,64.1,1
SRV0000422,EMP00141,2025-09-30,UK,Operations,48.4,40.7,65.1,39.9,63.8,0
SRV0000423,EMP00141,2026-03-31,UK,Operations,46.8,46.8,59.3,49.5,61.3,0
SRV0000424,EMP00142,2025-03-31,Netherlands,Operations,67.0,61.6,59.8,59.9,57.7,1
SRV0000425,EMP00142,2025-09-30,Netherlands,Operations,60.3,50.1,57.2,53.2,59.2,0
SRV0000426,EMP00142,2026-03-31,Netherlands,Operations,50.8,47.8,54.3,54.0,70.4,0
SRV0000427,EMP00143,2025-03-31,Germany,Operations,54.0,40.2,57.8,49.1,60.4,0
SRV0000428,EMP00143,2025-09-30,Germany,Operations,47.0,35.1,49.7,46.7,49.6,0
SRV0000429,EMP00143,2026-03-31,Germany,Operations,45.6,31.9,44.3,51.5,54.4,1
SRV0000430,EMP00144,2025-03-31,Germany,Operations,43.2,35.6,54.9,41.8,57.8,1
SRV0000431,EMP00144,2025-09-30,Germany,Operations,32.7,29.7,47.2,31.8,60.9,0
SRV0000432,EMP00144,2026-03-31,Germany,Operations,39.7,23.9,46.1,39.9,49.8,0
SRV0000433,EMP00145,2025-03-31,Germany,Operations,29.1,37.2,48.3,34.2,60.9,1
SRV0000434,EMP00145,2025-09-30,Germany,Operations,31.3,25.4,44.2,30.4,60.1,1
SRV0000435,EMP00145,2026-03-31,Germany,Operations,24.2,22.1,41.5,31.6,54.9,1
SRV0000436,EMP00146,2025-03-31,UK,Operations,61.5,51.9,60.9,56.1,56.2,0
SRV0000437,EMP00146,2025-09-30,UK,Operations,56.9,48.1,61.8,56.7,58.6,0
SRV0000438,EMP00146,2026-03-31,UK,Operations,54.7,59.2,54.5,56.5,58.3,0
SRV0000439,EMP00147,2025-03-31,Germany,Operations,29.6,30.8,52.0,40.0,59.9,1
SRV0000440,EMP00147,2025-09-30,Germany,Operations,37.9,37.3,45.1,44.7,54.8,0
SRV0000441,EMP00147,2026-03-31,Germany,Operations,24.8,21.4,45.6,42.5,56.2,0
SRV0000442,EMP00148,2025-03-31,Germany,Supply Chain,39.4,50.3,58.5,42.5,58.5,1
SRV0000443,EMP00148,2025-09-30,Germany,Supply Chain,45.3,46.1,56.3,50.2,52.4,1
SRV0000444,EMP00148,2026-03-31,Germany,Supply Chain,39.2,36.0,53.5,52.1,57.6,1
SRV0000445,EMP00149,2025-03-31,UK,Operations,47.0,49.1,56.6,50.9,52.7,0
SRV0000446,EMP00149,2025-09-30,UK,Operations,41.4,39.7,54.9,43.2,48.8,0
SRV0000447,EMP00149,2026-03-31,UK,Operations,41.0,32.5,49.5,57.5,50.8,0
SRV0000448,EMP00150,2025-03-31,UK,Operations,61.6,43.3,60.4,46.8,64.9,0
SRV0000449,EMP00150,2025-09-30,UK,Operations,60.2,45.9,64.0,54.8,58.2,1
SRV0000450,EMP00150,2026-03-31,UK,Operations,55.7,39.6,59.1,54.4,56.6,0
SRV0000451,EMP00151,2025-03-31,Germany,Sales,68.9,47.9,55.2,59.0,54.3,0
SRV0000452,EMP00151,2025-09-30,Germany,Sales,67.4,61.7,56.0,66.2,54.8,1
SRV0000453,EMP00151,2026-03-31,Germany,Sales,69.6,57.7,55.1,67.1,57.9,1
SRV0000454,EMP00152,2025-03-31,UK,Commercial,70.3,61.3,71.2,64.6,61.4,0
SRV0000455,EMP00152,2025-09-30,UK,Commercial,76.9,66.2,69.9,64.0,72.9,0
SRV0000456,EMP00152,2026-03-31,UK,Commercial,75.0,61.8,63.4,69.7,67.3,0
SRV0000457,EMP00153,2025-03-31,UK,Operations,65.0,58.2,57.7,64.4,64.5,1
SRV0000458,EMP00153,2025-09-30,UK,Operations,69.7,57.5,54.8,53.2,57.3,0
SRV0000459,EMP00153,2026-03-31,UK,Operations,65.4,58.6,54.0,62.0,61.8,0
SRV0000460,EMP00154,2025-03-31,UK,Finance,80.0,63.5,73.1,58.2,77.4,0
SRV0000461,EMP00154,2025-09-30,UK,Finance,72.1,74.8,72.8,64.7,74.9,0
SRV0000462,EMP00154,2026-03-31,UK,Finance,77.3,75.7,79.2,71.6,75.0,0
SRV0000463,EMP00155,2025-03-31,UK,Operations,58.9,49.2,57.6,55.1,62.0,0
SRV0000464,EMP00155,2025-09-30,UK,Operations,55.7,43.4,62.8,47.4,64.3,1
SRV0000465,EMP00155,2026-03-31,UK,Operations,45.3,49.3,50.7,48.0,58.6,0
SRV0000466,EMP00156,2025-03-31,UK,Supply Chain,63.4,55.1,66.7,61.9,58.5,1
SRV0000467,EMP00156,2025-09-30,UK,Supply Chain,61.7,55.2,62.2,63.5,59.1,0
SRV0000468,EMP00156,2026-03-31,UK,Supply Chain,68.1,50.0,56.4,57.7,66.3,0
SRV0000469,EMP00157,2025-03-31,UK,Finance,75.8,77.8,70.3,70.7,77.5,0
SRV0000470,EMP00157,2025-09-30,UK,Finance,79.6,70.1,81.9,69.5,77.0,0
SRV0000471,EMP00157,2026-03-31,UK,Finance,88.8,79.1,81.0,77.3,73.3,0
SRV0000472,EMP00158,2025-03-31,UK,Operations,60.5,57.8,56.6,59.9,58.4,0
SRV0000473,EMP00158,2025-09-30,UK,Operations,66.6,49.0,61.6,50.0,61.0,0
SRV0000474,EMP00158,2026-03-31,UK,Operations,55.3,45.4,53.8,56.9,58.3,1
SRV0000475,EMP00159,2025-03-31,Germany,Operations,40.6,27.9,49.0,37.3,59.0,0
SRV0000476,EMP00159,2025-09-30,Germany,Operations,28.7,28.0,50.7,32.1,54.2,0
SRV0000477,EMP00159,2026-03-31,Germany,Operations,26.8,28.5,47.4,41.8,53.2,0
SRV0000478,EMP00160,2025-03-31,UK,Operations,40.6,28.2,55.1,34.6,59.0,1
SRV0000479,EMP00160,2025-09-30,UK,Operations,40.2,40.4,54.2,49.7,61.6,1
SRV0000480,EMP00160,2026-03-31,UK,Operations,39.5,35.8,56.7,35.4,56.0,0
SRV0000481,EMP00161,2025-03-31,UK,Operations,34.2,46.0,49.2,51.8,60.2,1
SRV0000482,EMP00161,2025-09-30,UK,Operations,41.0,43.0,59.5,40.1,50.3,0
SRV0000483,EMP00161,2026-03-31,UK,Operations,44.7,40.9,45.9,41.4,54.6,1
SRV0000484,EMP00162,2025-03-31,UK,Operations,49.7,57.9,57.5,56.3,54.8,0
SRV0000485,EMP00162,2025-09-30,UK,Operations,59.2,48.7,52.8,48.1,55.8,0
SRV0000486,EMP00162,2026-03-31,UK,Operations,48.7,39.9,52.1,57.9,67.1,1
SRV0000487,EMP00163,2025-03-31,Germany,Supply Chain,38.3,33.1,51.0,48.4,59.7,1
SRV0000488,EMP00163,2025-09-30,Germany,Supply Chain,34.5,42.2,49.0,45.9,58.9,1
SRV0000489,EMP00163,2026-03-31,Germany,Supply Chain,48.1,29.7,44.9,43.3,51.8,0
SRV0000490,EMP00164,2025-03-31,Germany,Operations,40.2,27.6,48.6,39.6,52.0,0
SRV0000491,EMP00164,2025-09-30,Germany,Operations,26.6,34.1,56.4,43.7,53.1,1
SRV0000492,EMP00164,2026-03-31,Germany,Operations,39.6,21.5,51.5,33.8,58.2,1
SRV0000493,EMP00165,2025-03-31,UK,People,80.9,70.5,77.5,72.7,76.2,0
SRV0000494,EMP00165,2025-09-30,UK,People,88.1,72.0,86.1,74.8,77.6,0
SRV0000495,EMP00165,2026-03-31,UK,People,79.6,80.4,82.0,74.8,76.2,0
SRV0000496,EMP00166,2025-03-31,UK,Finance,95.1,80.1,81.8,74.5,75.7,0
SRV0000497,EMP00166,2025-09-30,UK,Finance,93.7,78.7,79.5,71.7,69.6,0
SRV0000498,EMP00166,2026-03-31,UK,Finance,94.1,86.1,73.5,74.7,72.9,0
SRV0000499,EMP00167,2025-03-31,France,Supply Chain,58.7,40.1,57.7,54.5,60.0,0
SRV0000500,EMP00167,2025-09-30,France,Supply Chain,53.0,51.0,61.1,55.7,54.2,0
SRV0000501,EMP00167,2026-03-31,France,Supply Chain,47.4,53.0,50.6,47.2,66.3,1
SRV0000502,EMP00168,2025-03-31,Germany,Supply Chain,45.8,45.6,48.0,40.7,52.9,1
SRV0000503,EMP00168,2025-09-30,Germany,Supply Chain,45.7,32.9,59.2,35.6,52.1,1
SRV0000504,EMP00168,2026-03-31,Germany,Supply Chain,32.4,33.9,53.4,42.8,53.0,1
SRV0000505,EMP00169,2025-03-31,Germany,Operations,46.2,40.3,49.9,47.8,43.6,1
SRV0000506,EMP00169,2025-09-30,Germany,Operations,48.6,26.4,50.5,46.8,42.8,1
SRV0000507,EMP00169,2026-03-31,Germany,Operations,42.4,35.4,36.1,44.4,51.7,1
SRV0000508,EMP00170,2025-03-31,UK,Supply Chain,77.5,67.4,67.9,58.3,64.0,0
SRV0000509,EMP00170,2025-09-30,UK,Supply Chain,71.6,54.2,63.7,64.3,57.8,0
SRV0000510,EMP00170,2026-03-31,UK,Supply Chain,68.3,59.7,55.3,57.3,66.3,0
SRV0000511,EMP00171,2025-03-31,UK,People,85.6,87.5,76.3,72.1,70.9,0
SRV0000512,EMP00171,2025-09-30,UK,People,94.9,89.0,73.0,75.8,73.7,0
SRV0000513,EMP00171,2026-03-31,UK,People,89.6,82.8,81.2,81.6,79.6,0
SRV0000514,EMP00172,2025-03-31,UK,Finance,86.1,78.1,80.6,74.9,72.7,0
SRV0000515,EMP00172,2025-09-30,UK,Finance,91.1,79.9,76.5,77.4,70.4,0
SRV0000516,EMP00172,2026-03-31,UK,Finance,91.6,81.5,76.4,69.5,74.6,0
SRV0000517,EMP00173,2025-03-31,Germany,Commercial,65.5,53.4,59.0,61.4,65.6,1
SRV0000518,EMP00173,2025-09-30,Germany,Commercial,77.2,65.6,61.0,62.0,65.9,1
SRV0000519,EMP00173,2026-03-31,Germany,Commercial,63.0,54.8,58.7,69.1,60.5,0
SRV0000520,EMP00174,2025-03-31,Germany,Commercial,74.7,61.8,60.9,61.8,58.6,0
SRV0000521,EMP00174,2025-09-30,Germany,Commercial,77.9,63.1,62.1,58.1,67.3,0
SRV0000522,EMP00174,2026-03-31,Germany,Commercial,64.1,54.6,62.0,61.8,59.2,0
SRV0000523,EMP00175,2025-03-31,Germany,Operations,28.3,30.5,39.6,30.6,44.5,0
SRV0000524,EMP00175,2025-09-30,Germany,Operations,20.4,27.4,44.4,38.9,44.4,0
SRV0000525,EMP00175,2026-03-31,Germany,Operations,29.5,24.1,37.2,31.6,42.1,1
SRV0000526,EMP00176,2025-03-31,UK,Commercial,88.6,62.5,73.5,74.6,67.4,0
SRV0000527,EMP00176,2025-09-30,UK,Commercial,82.5,71.0,70.4,72.4,65.6,0
SRV0000528,EMP00176,2026-03-31,UK,Commercial,76.8,62.0,76.2,74.4,65.7,0
SRV0000529,EMP00177,2025-03-31,UK,Sales,66.2,49.0,63.7,55.9,61.0,1
SRV0000530,EMP00177,2025-09-30,UK,Sales,60.1,48.7,58.0,59.9,57.8,0
SRV0000531,EMP00177,2026-03-31,UK,Sales,63.3,63.7,60.8,69.0,61.5,0
SRV0000532,EMP00178,2025-03-31,UK,Supply Chain,74.7,66.3,62.7,59.0,66.9,0
SRV0000533,EMP00178,2025-09-30,UK,Supply Chain,73.7,52.8,63.1,60.5,68.5,0
SRV0000534,EMP00178,2026-03-31,UK,Supply Chain,59.0,48.1,64.3,61.8,68.0,1
SRV0000535,EMP00179,2025-03-31,UK,Supply Chain,65.0,45.0,50.2,50.9,59.7,0
SRV0000536,EMP00179,2025-09-30,UK,Supply Chain,59.6,39.5,55.7,58.0,58.8,1
SRV0000537,EMP00179,2026-03-31,UK,Supply Chain,49.0,51.5,45.8,61.4,60.0,1
SRV0000538,EMP00180,2025-03-31,Netherlands,Commercial,83.8,67.5,75.5,81.5,72.1,0
SRV0000539,EMP00180,2025-09-30,Netherlands,Commercial,90.3,82.9,78.9,75.4,77.7,0
SRV0000540,EMP00180,2026-03-31,Netherlands,Commercial,87.5,79.4,78.2,72.9,77.9,0
SRV0000541,EMP00181,2025-03-31,UK,Supply Chain,53.1,53.4,53.7,49.9,62.5,0
SRV0000542,EMP00181,2025-09-30,UK,Supply Chain,44.7,47.1,60.3,58.5,54.2,1
SRV0000543,EMP00181,2026-03-31,UK,Supply Chain,48.9,45.8,53.7,54.7,55.0,0
SRV0000544,EMP00182,2025-03-31,Netherlands,Technology,87.0,76.8,78.2,82.6,77.7,0
SRV0000545,EMP00182,2025-09-30,Netherlands,Technology,91.5,87.6,71.7,84.6,74.8,0
SRV0000546,EMP00182,2026-03-31,Netherlands,Technology,85.4,75.3,80.2,84.0,68.1,0
SRV0000547,EMP00183,2025-03-31,UK,Technology,85.1,76.4,66.7,75.6,63.8,0
SRV0000548,EMP00183,2025-09-30,UK,Technology,87.8,69.8,68.0,73.6,74.7,0
SRV0000549,EMP00183,2026-03-31,UK,Technology,83.1,75.7,71.1,75.0,70.2,0
SRV0000550,EMP00184,2025-03-31,France,Supply Chain,50.9,43.6,58.1,44.8,62.0,1
SRV0000551,EMP00184,2025-09-30,France,Supply Chain,47.2,45.4,56.9,53.2,59.2,1
SRV0000552,EMP00184,2026-03-31,France,Supply Chain,52.2,38.5,48.6,55.1,66.0,0
SRV0000553,EMP00185,2025-03-31,UK,Operations,51.4,52.3,58.8,50.3,60.9,0
